year,city,confession,language,count
1500,Augsburg,Mixed,lat,1
1500,Cologne,Catholic,lat,1
1500,Nuremberg,Protestant,lat,1
1500,Strasbourg,Mixed,ger,3
1500,Strasbourg,Mixed,lat,2
1501,Augsburg,Mixed,ger,6
1501,Augsburg,Mixed,lat,14
1501,Augsburg,Mixed,unknown,1
1501,Basel,Protestant,lat,13
1501,Basel,Protestant,unknown,1
1501,Cologne,Catholic,lat,29
1501,Erfurt,Mixed,ger,3
1501,Erfurt,Mixed,lat,19
1501,Erfurt,Mixed,unknown,1
1501,Heidelberg,Protestant,ger,2
1501,Heidelberg,Protestant,lat,2
1501,Leipzig,Protestant,ger,3
1501,Leipzig,Protestant,lat,58
1501,Leipzig,Protestant,unknown,1
1501,Magdeburg,Protestant,lat,2
1501,Magdeburg,Protestant,nds,3
1501,Munich,Catholic,ger,3
1501,Nuremberg,Protestant,ger,1
1501,Nuremberg,Protestant,lat,18
1501,Strasbourg,Mixed,ger,8
1501,Strasbourg,Mixed,lat,18
1501,Strasbourg,Mixed,unknown,1
1501,Tübingen,Protestant,lat,4
1501,Vienna,Catholic,lat,2
1502,Augsburg,Mixed,ger,8
1502,Augsburg,Mixed,lat,14
1502,Augsburg,Mixed,unknown,1
1502,Basel,Protestant,ger,5
1502,Basel,Protestant,lat,10
1502,Cologne,Catholic,ger,1
1502,Cologne,Catholic,lat,20
1502,Erfurt,Mixed,grc,3
1502,Erfurt,Mixed,heb,1
1502,Erfurt,Mixed,lat,15
1502,Erfurt,Mixed,unknown,3
1502,Frankfurt (Oder),Protestant,lat,1
1502,Hamburg,Protestant,ger,1
1502,Hamburg,Protestant,nds,1
1502,Leipzig,Protestant,ger,1
1502,Leipzig,Protestant,lat,57
1502,Leipzig,Protestant,unknown,2
1502,Lübeck,Protestant,gem,1
1502,Nuremberg,Protestant,ger,2
1502,Nuremberg,Protestant,lat,16
1502,Nuremberg,Protestant,unknown,2
1502,Strasbourg,Mixed,ger,12
1502,Strasbourg,Mixed,lat,26
1502,Strasbourg,Mixed,unknown,1
1502,Tübingen,Protestant,lat,1
1502,Vienna,Catholic,ger,3
1502,Vienna,Catholic,lat,2
1502,Wittenberg,Protestant,lat,2
1503,Augsburg,Mixed,ger,4
1503,Augsburg,Mixed,lat,11
1503,Basel,Protestant,ger,5
1503,Basel,Protestant,lat,14
1503,Breslau,Protestant,lat,2
1503,Cologne,Catholic,ger,1
1503,Cologne,Catholic,lat,38
1503,Cologne,Catholic,nds,1
1503,Erfurt,Mixed,ger,2
1503,Erfurt,Mixed,lat,4
1503,Erfurt,Mixed,unknown,1
1503,Leipzig,Protestant,ger,5
1503,Leipzig,Protestant,lat,63
1503,Leipzig,Protestant,nds,1
1503,Leipzig,Protestant,unknown,1
1503,Lübeck,Protestant,nds,1
1503,Mainz,Catholic,ger,1
1503,Mainz,Catholic,lat,5
1503,Munich,Catholic,ger,2
1503,Nuremberg,Protestant,ger,4
1503,Nuremberg,Protestant,lat,6
1503,Strasbourg,Mixed,ger,5
1503,Strasbourg,Mixed,lat,24
1503,Vienna,Catholic,lat,1
1503,Wittenberg,Protestant,lat,12
1503,Wittenberg,Protestant,unknown,1
1504,Augsburg,Mixed,ger,2
1504,Augsburg,Mixed,lat,14
1504,Augsburg,Mixed,unknown,1
1504,Basel,Protestant,lat,17
1504,Breslau,Protestant,ger,2
1504,Cologne,Catholic,ger,2
1504,Cologne,Catholic,lat,30
1504,Cologne,Catholic,unknown,1
1504,Erfurt,Mixed,ger,2
1504,Erfurt,Mixed,lat,5
1504,Erfurt,Mixed,unknown,1
1504,Frankfurt (Oder),Protestant,lat,2
1504,Leipzig,Protestant,ger,1
1504,Leipzig,Protestant,lat,84
1504,Leipzig,Protestant,unknown,2
1504,Magdeburg,Protestant,lat,2
1504,Munich,Catholic,ger,1
1504,Munich,Catholic,lat,1
1504,Nuremberg,Protestant,ger,1
1504,Nuremberg,Protestant,lat,4
1504,Nuremberg,Protestant,unknown,2
1504,Strasbourg,Mixed,ger,7
1504,Strasbourg,Mixed,heb,1
1504,Strasbourg,Mixed,lat,22
1504,Strasbourg,Mixed,unknown,3
1504,Vienna,Catholic,ger,1
1504,Vienna,Catholic,lat,1
1504,Wittenberg,Protestant,lat,6
1505,Augsburg,Mixed,ger,1
1505,Augsburg,Mixed,lat,13
1505,Basel,Protestant,ger,1
1505,Basel,Protestant,lat,12
1505,Braunschweig,Protestant,ger,2
1505,Cologne,Catholic,ger,2
1505,Cologne,Catholic,lat,78
1505,Cologne,Catholic,nds,1
1505,Cologne,Catholic,unknown,2
1505,Erfurt,Mixed,ger,2
1505,Erfurt,Mixed,lat,9
1505,Leipzig,Protestant,ger,4
1505,Leipzig,Protestant,lat,79
1505,Leipzig,Protestant,unknown,1
1505,Mainz,Catholic,ger,2
1505,Nuremberg,Protestant,ger,2
1505,Nuremberg,Protestant,lat,4
1505,Rostock,Protestant,lat,4
1505,Strasbourg,Mixed,ger,7
1505,Strasbourg,Mixed,lat,43
1505,Strasbourg,Mixed,unknown,2
1505,Vienna,Catholic,lat,3
1505,Wittenberg,Protestant,lat,15
1506,Augsburg,Mixed,lat,10
1506,Basel,Protestant,lat,31
1506,Basel,Protestant,unknown,2
1506,Braunschweig,Protestant,ger,1
1506,Braunschweig,Protestant,nds,2
1506,Cologne,Catholic,ger,1
1506,Cologne,Catholic,lat,56
1506,Cologne,Catholic,nds,1
1506,Cologne,Catholic,unknown,2
1506,Erfurt,Mixed,lat,11
1506,Erfurt,Mixed,unknown,1
1506,Frankfurt (Oder),Protestant,lat,5
1506,Leipzig,Protestant,ger,5
1506,Leipzig,Protestant,lat,33
1506,Leipzig,Protestant,unknown,2
1506,Lübeck,Protestant,ger,1
1506,Lübeck,Protestant,unknown,1
1506,Magdeburg,Protestant,ger,1
1506,Magdeburg,Protestant,lat,3
1506,Magdeburg,Protestant,unknown,1
1506,Mainz,Catholic,lat,1
1506,Nuremberg,Protestant,ger,6
1506,Nuremberg,Protestant,lat,4
1506,Nuremberg,Protestant,unknown,1
1506,Rostock,Protestant,lat,5
1506,Rostock,Protestant,unknown,1
1506,Strasbourg,Mixed,ger,9
1506,Strasbourg,Mixed,lat,34
1507,Augsburg,Mixed,ger,8
1507,Augsburg,Mixed,lat,16
1507,Basel,Protestant,ger,3
1507,Basel,Protestant,lat,11
1507,Basel,Protestant,unknown,1
1507,Braunschweig,Protestant,ger,1
1507,Braunschweig,Protestant,nds,2
1507,Cologne,Catholic,lat,37
1507,Cologne,Catholic,unknown,1
1507,Erfurt,Mixed,lat,13
1507,Frankfurt (Oder),Protestant,lat,10
1507,Frankfurt (Oder),Protestant,unknown,1
1507,Leipzig,Protestant,ger,3
1507,Leipzig,Protestant,lat,68
1507,Leipzig,Protestant,unknown,2
1507,Lübeck,Protestant,ger,1
1507,Lübeck,Protestant,nds,4
1507,Magdeburg,Protestant,lat,5
1507,Mainz,Catholic,lat,2
1507,Munich,Catholic,ger,4
1507,Nuremberg,Protestant,ger,3
1507,Nuremberg,Protestant,lat,14
1507,Rostock,Protestant,ger,1
1507,Rostock,Protestant,nds,4
1507,Strasbourg,Mixed,ger,13
1507,Strasbourg,Mixed,lat,26
1508,Augsburg,Mixed,ger,17
1508,Augsburg,Mixed,lat,11
1508,Augsburg,Mixed,unknown,2
1508,Basel,Protestant,ger,1
1508,Basel,Protestant,lat,10
1508,Braunschweig,Protestant,nds,1
1508,Cologne,Catholic,ger,1
1508,Cologne,Catholic,lat,51
1508,Cologne,Catholic,unknown,2
1508,Erfurt,Mixed,lat,4
1508,Frankfurt (Oder),Protestant,ger,3
1508,Frankfurt (Oder),Protestant,lat,26
1508,Leipzig,Protestant,ger,5
1508,Leipzig,Protestant,lat,43
1508,Leipzig,Protestant,unknown,1
1508,Mainz,Catholic,ger,6
1508,Mainz,Catholic,lat,5
1508,Nuremberg,Protestant,ger,8
1508,Nuremberg,Protestant,lat,6
1508,Nuremberg,Protestant,nds,2
1508,Nuremberg,Protestant,unknown,1
1508,Rostock,Protestant,lat,2
1508,Strasbourg,Mixed,ger,18
1508,Strasbourg,Mixed,lat,47
1508,Strasbourg,Mixed,und,1
1508,Strasbourg,Mixed,unknown,3
1508,Vienna,Catholic,lat,1
1508,Wittenberg,Protestant,grc,1
1508,Wittenberg,Protestant,lat,17
1509,Augsburg,Mixed,ger,8
1509,Augsburg,Mixed,lat,6
1509,Basel,Protestant,ger,3
1509,Basel,Protestant,lat,10
1509,Basel,Protestant,unknown,1
1509,Braunschweig,Protestant,lat,3
1509,Cologne,Catholic,ger,6
1509,Cologne,Catholic,lat,33
1509,Cologne,Catholic,nds,8
1509,Cologne,Catholic,unknown,3
1509,Erfurt,Mixed,lat,13
1509,Erfurt,Mixed,unknown,3
1509,Frankfurt (Oder),Protestant,lat,12
1509,Leipzig,Protestant,ger,6
1509,Leipzig,Protestant,lat,58
1509,Leipzig,Protestant,unknown,3
1509,Lübeck,Protestant,ger,1
1509,Lübeck,Protestant,lat,1
1509,Magdeburg,Protestant,lat,2
1509,Magdeburg,Protestant,nds,2
1509,Mainz,Catholic,ger,3
1509,Mainz,Catholic,lat,4
1509,Munich,Catholic,ger,2
1509,Munich,Catholic,lat,1
1509,Nuremberg,Protestant,ger,12
1509,Nuremberg,Protestant,lat,11
1509,Rostock,Protestant,lat,1
1509,Rostock,Protestant,unknown,1
1509,Strasbourg,Mixed,ger,23
1509,Strasbourg,Mixed,lat,44
1509,Strasbourg,Mixed,und,1
1509,Strasbourg,Mixed,unknown,3
1509,Vienna,Catholic,lat,1
1509,Wittenberg,Protestant,ger,1
1509,Wittenberg,Protestant,lat,14
1510,Augsburg,Mixed,ger,12
1510,Augsburg,Mixed,lat,18
1510,Augsburg,Mixed,unknown,1
1510,Basel,Protestant,lat,12
1510,Basel,Protestant,unknown,1
1510,Braunschweig,Protestant,ger,1
1510,Cologne,Catholic,ger,4
1510,Cologne,Catholic,lat,46
1510,Cologne,Catholic,nds,4
1510,Cologne,Catholic,unknown,3
1510,Erfurt,Mixed,lat,10
1510,Frankfurt (Oder),Protestant,lat,4
1510,Frankfurt am Main,Mixed,lat,1
1510,Heidelberg,Protestant,lat,1
1510,Leipzig,Protestant,ger,6
1510,Leipzig,Protestant,lat,65
1510,Mainz,Catholic,ger,7
1510,Mainz,Catholic,lat,4
1510,Mainz,Catholic,nds,1
1510,Mainz,Catholic,unknown,1
1510,Nuremberg,Protestant,ger,13
1510,Nuremberg,Protestant,lat,12
1510,Rostock,Protestant,lat,2
1510,Rostock,Protestant,nds,3
1510,Rostock,Protestant,unknown,1
1510,Strasbourg,Mixed,ger,14
1510,Strasbourg,Mixed,lat,50
1510,Strasbourg,Mixed,und,1
1510,Strasbourg,Mixed,unknown,7
1510,Vienna,Catholic,lat,3
1510,Wittenberg,Protestant,lat,10
1511,Augsburg,Mixed,ger,13
1511,Augsburg,Mixed,lat,7
1511,Basel,Protestant,ger,6
1511,Basel,Protestant,lat,10
1511,Basel,Protestant,nds,1
1511,Basel,Protestant,unknown,1
1511,Braunschweig,Protestant,lat,2
1511,Cologne,Catholic,ger,2
1511,Cologne,Catholic,lat,16
1511,Cologne,Catholic,nds,2
1511,Erfurt,Mixed,ger,2
1511,Erfurt,Mixed,lat,3
1511,Erfurt,Mixed,unknown,1
1511,Frankfurt (Oder),Protestant,ger,1
1511,Frankfurt am Main,Mixed,lat,1
1511,Leipzig,Protestant,ger,1
1511,Leipzig,Protestant,lat,74
1511,Lübeck,Protestant,lat,2
1511,Mainz,Catholic,ger,2
1511,Mainz,Catholic,lat,3
1511,Munich,Catholic,ger,1
1511,Nuremberg,Protestant,ger,2
1511,Nuremberg,Protestant,lat,21
1511,Strasbourg,Mixed,ger,11
1511,Strasbourg,Mixed,lat,48
1511,Strasbourg,Mixed,unknown,1
1511,Tübingen,Protestant,ger,1
1511,Tübingen,Protestant,lat,2
1511,Vienna,Catholic,lat,10
1511,Wittenberg,Protestant,ger,1
1511,Wittenberg,Protestant,lat,11
1512,Augsburg,Mixed,ger,13
1512,Augsburg,Mixed,lat,9
1512,Augsburg,Mixed,unknown,3
1512,Basel,Protestant,ger,1
1512,Basel,Protestant,lat,9
1512,Cologne,Catholic,ger,2
1512,Cologne,Catholic,lat,8
1512,Cologne,Catholic,nds,2
1512,Cologne,Catholic,unknown,1
1512,Erfurt,Mixed,ger,1
1512,Erfurt,Mixed,lat,11
1512,Frankfurt (Oder),Protestant,lat,3
1512,Frankfurt am Main,Mixed,ger,3
1512,Frankfurt am Main,Mixed,heb,1
1512,Frankfurt am Main,Mixed,lat,2
1512,Heidelberg,Protestant,lat,1
1512,Leipzig,Protestant,ger,6
1512,Leipzig,Protestant,lat,99
1512,Leipzig,Protestant,unknown,3
1512,Mainz,Catholic,ger,3
1512,Mainz,Catholic,lat,1
1512,Nuremberg,Protestant,ger,10
1512,Nuremberg,Protestant,lat,14
1512,Rostock,Protestant,lat,3
1512,Rostock,Protestant,unknown,1
1512,Strasbourg,Mixed,ger,16
1512,Strasbourg,Mixed,lat,49
1512,Strasbourg,Mixed,unknown,4
1512,Tübingen,Protestant,ger,3
1512,Tübingen,Protestant,grc,3
1512,Tübingen,Protestant,lat,12
1512,Tübingen,Protestant,unknown,4
1512,Vienna,Catholic,lat,11
1512,Wittenberg,Protestant,lat,12
1513,Augsburg,Mixed,ger,13
1513,Augsburg,Mixed,lat,13
1513,Basel,Protestant,ger,3
1513,Basel,Protestant,lat,12
1513,Basel,Protestant,nds,1
1513,Cologne,Catholic,ger,2
1513,Cologne,Catholic,lat,12
1513,Cologne,Catholic,nds,5
1513,Erfurt,Mixed,ger,1
1513,Erfurt,Mixed,lat,6
1513,Frankfurt (Oder),Protestant,lat,5
1513,Leipzig,Protestant,ger,4
1513,Leipzig,Protestant,lat,64
1513,Lübeck,Protestant,ger,1
1513,Magdeburg,Protestant,lat,2
1513,Mainz,Catholic,ger,1
1513,Mainz,Catholic,lat,4
1513,Munich,Catholic,ger,2
1513,Nuremberg,Protestant,ger,10
1513,Nuremberg,Protestant,lat,12
1513,Rostock,Protestant,lat,1
1513,Rostock,Protestant,unknown,1
1513,Strasbourg,Mixed,ger,16
1513,Strasbourg,Mixed,grc,1
1513,Strasbourg,Mixed,lat,72
1513,Strasbourg,Mixed,unknown,10
1513,Tübingen,Protestant,ger,2
1513,Tübingen,Protestant,heb,1
1513,Tübingen,Protestant,lat,18
1513,Tübingen,Protestant,unknown,2
1513,Vienna,Catholic,lat,12
1513,Wittenberg,Protestant,grc,2
1513,Wittenberg,Protestant,lat,9
1514,Augsburg,Mixed,ger,12
1514,Augsburg,Mixed,heb,3
1514,Augsburg,Mixed,lat,22
1514,Basel,Protestant,ger,3
1514,Basel,Protestant,lat,17
1514,Cologne,Catholic,ger,3
1514,Cologne,Catholic,lat,16
1514,Cologne,Catholic,nds,1
1514,Cologne,Catholic,unknown,1
1514,Erfurt,Mixed,lat,5
1514,Frankfurt (Oder),Protestant,ger,1
1514,Frankfurt (Oder),Protestant,lat,8
1514,Leipzig,Protestant,ger,9
1514,Leipzig,Protestant,lat,80
1514,Mainz,Catholic,ger,3
1514,Mainz,Catholic,lat,1
1514,Munich,Catholic,ger,1
1514,Nuremberg,Protestant,ger,11
1514,Nuremberg,Protestant,lat,17
1514,Rostock,Protestant,lat,8
1514,Strasbourg,Mixed,ger,14
1514,Strasbourg,Mixed,grc,2
1514,Strasbourg,Mixed,lat,52
1514,Strasbourg,Mixed,unknown,2
1514,Tübingen,Protestant,ger,4
1514,Tübingen,Protestant,grc,4
1514,Tübingen,Protestant,heb,2
1514,Tübingen,Protestant,lat,13
1514,Vienna,Catholic,lat,11
1514,Vienna,Catholic,unknown,1
1514,Wittenberg,Protestant,lat,9
1515,Augsburg,Mixed,ger,13
1515,Augsburg,Mixed,lat,18
1515,Augsburg,Mixed,unknown,3
1515,Basel,Protestant,ger,4
1515,Basel,Protestant,lat,35
1515,Basel,Protestant,unknown,3
1515,Cologne,Catholic,ger,2
1515,Cologne,Catholic,lat,27
1515,Cologne,Catholic,unknown,2
1515,Erfurt,Mixed,ger,5
1515,Erfurt,Mixed,lat,9
1515,Frankfurt (Oder),Protestant,lat,4
1515,Heidelberg,Protestant,ger,2
1515,Heidelberg,Protestant,lat,1
1515,Leipzig,Protestant,ger,9
1515,Leipzig,Protestant,lat,120
1515,Lübeck,Protestant,nds,1
1515,Mainz,Catholic,ger,3
1515,Mainz,Catholic,lat,4
1515,Munich,Catholic,ger,2
1515,Nuremberg,Protestant,ger,23
1515,Nuremberg,Protestant,lat,19
1515,Nuremberg,Protestant,unknown,3
1515,Rostock,Protestant,ger,1
1515,Rostock,Protestant,lat,5
1515,Rostock,Protestant,nds,1
1515,Strasbourg,Mixed,ger,20
1515,Strasbourg,Mixed,grc,6
1515,Strasbourg,Mixed,lat,79
1515,Strasbourg,Mixed,unknown,3
1515,Tübingen,Protestant,ger,1
1515,Tübingen,Protestant,lat,16
1515,Tübingen,Protestant,unknown,1
1515,Vienna,Catholic,ger,5
1515,Vienna,Catholic,lat,17
1515,Wittenberg,Protestant,lat,5
1516,Augsburg,Mixed,ger,9
1516,Augsburg,Mixed,lat,14
1516,Augsburg,Mixed,nds,1
1516,Basel,Protestant,ger,4
1516,Basel,Protestant,grc,6
1516,Basel,Protestant,heb,1
1516,Basel,Protestant,lat,31
1516,Basel,Protestant,unknown,2
1516,Cologne,Catholic,dut,1
1516,Cologne,Catholic,lat,28
1516,Cologne,Catholic,nds,2
1516,Erfurt,Mixed,ger,5
1516,Erfurt,Mixed,lat,7
1516,Frankfurt (Oder),Protestant,ger,1
1516,Frankfurt (Oder),Protestant,lat,11
1516,Leipzig,Protestant,ger,9
1516,Leipzig,Protestant,lat,105
1516,Leipzig,Protestant,nds,1
1516,Leipzig,Protestant,unknown,2
1516,Lübeck,Protestant,ger,1
1516,Mainz,Catholic,lat,7
1516,Munich,Catholic,ger,3
1516,Nuremberg,Protestant,ger,8
1516,Nuremberg,Protestant,lat,16
1516,Rostock,Protestant,ger,1
1516,Rostock,Protestant,lat,6
1516,Rostock,Protestant,unknown,1
1516,Strasbourg,Mixed,ger,19
1516,Strasbourg,Mixed,grc,1
1516,Strasbourg,Mixed,lat,63
1516,Strasbourg,Mixed,und,1
1516,Strasbourg,Mixed,unknown,2
1516,Tübingen,Protestant,lat,6
1516,Vienna,Catholic,lat,12
1516,Vienna,Catholic,unknown,3
1516,Wittenberg,Protestant,ger,4
1516,Wittenberg,Protestant,lat,11
1517,Augsburg,Mixed,ger,8
1517,Augsburg,Mixed,lat,15
1517,Basel,Protestant,dut,1
1517,Basel,Protestant,ger,4
1517,Basel,Protestant,lat,38
1517,Basel,Protestant,nds,2
1517,Basel,Protestant,unknown,1
1517,Braunschweig,Protestant,lat,2
1517,Cologne,Catholic,ger,1
1517,Cologne,Catholic,grc,3
1517,Cologne,Catholic,lat,23
1517,Cologne,Catholic,nds,1
1517,Cologne,Catholic,unknown,1
1517,Erfurt,Mixed,lat,8
1517,Erfurt,Mixed,und,1
1517,Leipzig,Protestant,ger,16
1517,Leipzig,Protestant,lat,75
1517,Leipzig,Protestant,nds,2
1517,Leipzig,Protestant,unknown,2
1517,Mainz,Catholic,ger,4
1517,Mainz,Catholic,lat,10
1517,Nuremberg,Protestant,cze,2
1517,Nuremberg,Protestant,ger,18
1517,Nuremberg,Protestant,lat,15
1517,Rostock,Protestant,ger,1
1517,Rostock,Protestant,lat,6
1517,Rostock,Protestant,nds,1
1517,Strasbourg,Mixed,ger,19
1517,Strasbourg,Mixed,lat,35
1517,Strasbourg,Mixed,unknown,1
1517,Vienna,Catholic,lat,9
1517,Wittenberg,Protestant,ger,6
1517,Wittenberg,Protestant,lat,2
1517,Wittenberg,Protestant,unknown,1
1518,Augsburg,Mixed,ger,20
1518,Augsburg,Mixed,lat,38
1518,Basel,Protestant,ger,8
1518,Basel,Protestant,grc,7
1518,Basel,Protestant,heb,4
1518,Basel,Protestant,lat,91
1518,Basel,Protestant,nds,1
1518,Basel,Protestant,unknown,3
1518,Braunschweig,Protestant,ger,1
1518,Braunschweig,Protestant,nds,1
1518,Cologne,Catholic,ger,5
1518,Cologne,Catholic,lat,32
1518,Cologne,Catholic,mul,1
1518,Erfurt,Mixed,ger,1
1518,Erfurt,Mixed,lat,6
1518,Erfurt,Mixed,unknown,2
1518,Leipzig,Protestant,ger,59
1518,Leipzig,Protestant,lat,143
1518,Leipzig,Protestant,unknown,2
1518,Lübeck,Protestant,ger,1
1518,Mainz,Catholic,lat,11
1518,Munich,Catholic,ger,3
1518,Nuremberg,Protestant,ger,20
1518,Nuremberg,Protestant,lat,15
1518,Nuremberg,Protestant,nds,1
1518,Nuremberg,Protestant,unknown,2
1518,Rostock,Protestant,lat,1
1518,Rostock,Protestant,nds,3
1518,Strasbourg,Mixed,ger,19
1518,Strasbourg,Mixed,lat,37
1518,Vienna,Catholic,lat,13
1518,Vienna,Catholic,unknown,1
1518,Wittenberg,Protestant,ger,14
1518,Wittenberg,Protestant,grc,1
1518,Wittenberg,Protestant,lat,35
1519,Augsburg,Mixed,ger,35
1519,Augsburg,Mixed,lat,57
1519,Augsburg,Mixed,unknown,2
1519,Basel,Protestant,ger,12
1519,Basel,Protestant,grc,4
1519,Basel,Protestant,lat,77
1519,Braunschweig,Protestant,lat,2
1519,Breslau,Protestant,lat,4
1519,Cologne,Catholic,ger,7
1519,Cologne,Catholic,grc,2
1519,Cologne,Catholic,lat,27
1519,Cologne,Catholic,nds,2
1519,Erfurt,Mixed,ger,5
1519,Erfurt,Mixed,lat,16
1519,Ingolstadt,Catholic,lat,4
1519,Leipzig,Protestant,ger,103
1519,Leipzig,Protestant,grc,1
1519,Leipzig,Protestant,lat,168
1519,Leipzig,Protestant,unknown,7
1519,Lübeck,Protestant,ger,1
1519,Lübeck,Protestant,nds,1
1519,Mainz,Catholic,ger,2
1519,Mainz,Catholic,lat,16
1519,Munich,Catholic,ger,4
1519,Nuremberg,Protestant,ger,34
1519,Nuremberg,Protestant,lat,9
1519,Rostock,Protestant,lat,5
1519,Rostock,Protestant,nds,2
1519,Rostock,Protestant,unknown,1
1519,Strasbourg,Mixed,ara,2
1519,Strasbourg,Mixed,ger,34
1519,Strasbourg,Mixed,grc,2
1519,Strasbourg,Mixed,heb,1
1519,Strasbourg,Mixed,lat,42
1519,Strasbourg,Mixed,unknown,1
1519,Vienna,Catholic,ger,1
1519,Vienna,Catholic,lat,5
1519,Wittenberg,Protestant,ger,20
1519,Wittenberg,Protestant,lat,48
1520,Augsburg,Mixed,ger,109
1520,Augsburg,Mixed,heb,3
1520,Augsburg,Mixed,lat,32
1520,Basel,Protestant,ger,42
1520,Basel,Protestant,grc,3
1520,Basel,Protestant,heb,4
1520,Basel,Protestant,lat,88
1520,Basel,Protestant,unknown,4
1520,Breslau,Protestant,lat,1
1520,Cologne,Catholic,ger,13
1520,Cologne,Catholic,grc,1
1520,Cologne,Catholic,lat,41
1520,Cologne,Catholic,nds,6
1520,Erfurt,Mixed,ger,12
1520,Erfurt,Mixed,lat,16
1520,Halle,Protestant,ger,4
1520,Ingolstadt,Catholic,lat,1
1520,Leipzig,Protestant,ger,123
1520,Leipzig,Protestant,heb,1
1520,Leipzig,Protestant,lat,122
1520,Leipzig,Protestant,nds,1
1520,Leipzig,Protestant,unknown,2
1520,Lübeck,Protestant,lat,2
1520,Lübeck,Protestant,nds,4
1520,Mainz,Catholic,ger,6
1520,Mainz,Catholic,lat,23
1520,Munich,Catholic,ger,5
1520,Nuremberg,Protestant,ger,83
1520,Nuremberg,Protestant,lat,13
1520,Nuremberg,Protestant,unknown,4
1520,Rostock,Protestant,lat,1
1520,Rostock,Protestant,nds,2
1520,Strasbourg,Mixed,ger,89
1520,Strasbourg,Mixed,lat,62
1520,Strasbourg,Mixed,unknown,2
1520,Vienna,Catholic,ger,3
1520,Vienna,Catholic,lat,10
1520,Wittenberg,Protestant,ger,147
1520,Wittenberg,Protestant,grc,10
1520,Wittenberg,Protestant,lat,67
1520,Wittenberg,Protestant,unknown,7
1521,Augsburg,Mixed,ger,180
1521,Augsburg,Mixed,lat,16
1521,Basel,Protestant,ger,80
1521,Basel,Protestant,grc,2
1521,Basel,Protestant,lat,85
1521,Basel,Protestant,unknown,2
1521,Braunschweig,Protestant,ger,3
1521,Breslau,Protestant,ger,9
1521,Breslau,Protestant,lat,1
1521,Cologne,Catholic,gem,1
1521,Cologne,Catholic,ger,4
1521,Cologne,Catholic,grc,1
1521,Cologne,Catholic,lat,31
1521,Cologne,Catholic,nds,1
1521,Erfurt,Mixed,ger,50
1521,Erfurt,Mixed,lat,12
1521,Frankfurt (Oder),Protestant,ger,2
1521,Ingolstadt,Catholic,ger,3
1521,Ingolstadt,Catholic,lat,4
1521,Leipzig,Protestant,ger,47
1521,Leipzig,Protestant,lat,72
1521,Leipzig,Protestant,unknown,2
1521,Lübeck,Protestant,lat,1
1521,Lübeck,Protestant,unknown,1
1521,Mainz,Catholic,ger,20
1521,Mainz,Catholic,lat,19
1521,Nuremberg,Protestant,ger,27
1521,Nuremberg,Protestant,lat,5
1521,Rostock,Protestant,fry,1
1521,Rostock,Protestant,ger,2
1521,Rostock,Protestant,lat,5
1521,Rostock,Protestant,nds,1
1521,Strasbourg,Mixed,ger,71
1521,Strasbourg,Mixed,grc,1
1521,Strasbourg,Mixed,lat,73
1521,Tübingen,Protestant,lat,1
1521,Vienna,Catholic,ger,6
1521,Vienna,Catholic,grc,1
1521,Vienna,Catholic,lat,11
1521,Vienna,Catholic,unknown,2
1521,Wittenberg,Protestant,ger,128
1521,Wittenberg,Protestant,grc,5
1521,Wittenberg,Protestant,lat,85
1521,Wittenberg,Protestant,unknown,3
1521,Zürich,Protestant,ger,15
1522,Augsburg,Mixed,ger,252
1522,Augsburg,Mixed,lat,16
1522,Augsburg,Mixed,unknown,2
1522,Basel,Protestant,ger,44
1522,Basel,Protestant,grc,8
1522,Basel,Protestant,gre,1
1522,Basel,Protestant,lat,65
1522,Basel,Protestant,unknown,3
1522,Braunschweig,Protestant,nds,1
1522,Breslau,Protestant,ger,3
1522,Cologne,Catholic,ger,3
1522,Cologne,Catholic,lat,52
1522,Cologne,Catholic,und,1
1522,Cologne,Catholic,unknown,1
1522,Erfurt,Mixed,ger,117
1522,Erfurt,Mixed,lat,4
1522,Erfurt,Mixed,unknown,5
1522,Hamburg,Protestant,ger,1
1522,Ingolstadt,Catholic,lat,1
1522,Leipzig,Protestant,ger,88
1522,Leipzig,Protestant,grc,2
1522,Leipzig,Protestant,lat,56
1522,Leipzig,Protestant,unknown,2
1522,Mainz,Catholic,lat,19
1522,Munich,Catholic,ger,1
1522,Nuremberg,Protestant,ger,22
1522,Nuremberg,Protestant,lat,21
1522,Regensburg,Mixed,ger,8
1522,Rostock,Protestant,lat,5
1522,Strasbourg,Mixed,ger,104
1522,Strasbourg,Mixed,grc,1
1522,Strasbourg,Mixed,gre,1
1522,Strasbourg,Mixed,lat,40
1522,Strasbourg,Mixed,unknown,1
1522,Stuttgart,Protestant,ger,7
1522,Stuttgart,Protestant,lat,1
1522,Vienna,Catholic,ger,3
1522,Vienna,Catholic,lat,4
1522,Wittenberg,Protestant,ger,163
1522,Wittenberg,Protestant,lat,23
1522,Wittenberg,Protestant,unknown,2
1522,Zürich,Protestant,ger,7
1522,Zürich,Protestant,lat,6
1523,Augsburg,Mixed,ger,249
1523,Augsburg,Mixed,grc,2
1523,Augsburg,Mixed,lat,7
1523,Augsburg,Mixed,unknown,1
1523,Basel,Protestant,ger,47
1523,Basel,Protestant,grc,4
1523,Basel,Protestant,gre,2
1523,Basel,Protestant,heb,3
1523,Basel,Protestant,lat,74
1523,Braunschweig,Protestant,ger,3
1523,Braunschweig,Protestant,nds,1
