year,city,confession,language,count
1627,Basel,Protestant,heb,2
1627,Basel,Protestant,hun,2
1627,Basel,Protestant,ita,2
1627,Basel,Protestant,lat,20
1627,Basel,Protestant,pol,2
1627,Basel,Protestant,roh,2
1627,Basel,Protestant,spa,2
1627,Berlin,Protestant,ger,10
1627,Berlin,Protestant,lat,1
1627,Braunschweig,Protestant,ger,6
1627,Braunschweig,Protestant,lat,2
1627,Bremen,Protestant,fre,1
1627,Bremen,Protestant,ger,1
1627,Bremen,Protestant,lat,2
1627,Breslau,Protestant,ger,6
1627,Breslau,Protestant,lat,2
1627,Cologne,Catholic,fre,1
1627,Cologne,Catholic,ger,10
1627,Cologne,Catholic,ita,1
1627,Cologne,Catholic,lat,53
1627,Danzig,Mixed,ger,3
1627,Dresden,Protestant,cze,1
1627,Dresden,Protestant,ger,21
1627,Dresden,Protestant,lat,9
1627,Erfurt,Mixed,fre,1
1627,Erfurt,Mixed,ger,16
1627,Erfurt,Mixed,grc,5
1627,Erfurt,Mixed,lat,17
1627,Frankfurt (Oder),Protestant,ger,2
1627,Frankfurt (Oder),Protestant,lat,16
1627,Frankfurt am Main,Mixed,dut,1
1627,Frankfurt am Main,Mixed,fre,6
1627,Frankfurt am Main,Mixed,ger,44
1627,Frankfurt am Main,Mixed,grc,4
1627,Frankfurt am Main,Mixed,ita,1
1627,Frankfurt am Main,Mixed,lat,88
1627,Frankfurt am Main,Mixed,unknown,5
1627,Greifswald,Protestant,fre,1
1627,Greifswald,Protestant,ger,6
1627,Greifswald,Protestant,heb,1
1627,Greifswald,Protestant,ita,1
1627,Greifswald,Protestant,lat,22
1627,Greifswald,Protestant,spa,1
1627,Halle,Protestant,ger,3
1627,Halle,Protestant,lat,7
1627,Halle,Protestant,unknown,1
1627,Hamburg,Protestant,ger,11
1627,Hamburg,Protestant,grc,1
1627,Hamburg,Protestant,lat,8
1627,Hamburg,Protestant,nds,1
1627,Helmstedt,Protestant,ger,1
1627,Helmstedt,Protestant,lat,6
1627,Ingolstadt,Catholic,ger,10
1627,Ingolstadt,Catholic,lat,24
1627,Jena,Protestant,ger,7
1627,Jena,Protestant,grc,4
1627,Jena,Protestant,heb,2
1627,Jena,Protestant,lat,92
1627,Königsberg,Protestant,ger,1
1627,Königsberg,Protestant,lat,4
1627,Leipzig,Protestant,ger,90
1627,Leipzig,Protestant,grc,4
1627,Leipzig,Protestant,heb,1
1627,Leipzig,Protestant,lat,119
1627,Lübeck,Protestant,ger,2
1627,Lübeck,Protestant,lat,6
1627,Magdeburg,Protestant,ger,11
1627,Magdeburg,Protestant,grc,1
1627,Magdeburg,Protestant,lat,4
1627,Mainz,Catholic,ger,2
1627,Mainz,Catholic,lat,12
1627,Marburg,Protestant,ger,6
1627,Marburg,Protestant,lat,29
1627,Munich,Catholic,ger,21
1627,Munich,Catholic,lat,17
1627,Nuremberg,Protestant,fre,1
1627,Nuremberg,Protestant,ger,43
1627,Nuremberg,Protestant,heb,1
1627,Nuremberg,Protestant,lat,38
1627,Nuremberg,Protestant,syc,1
1627,Prague,Catholic,ger,5
1627,Regensburg,Mixed,ger,3
1627,Regensburg,Mixed,lat,4
1627,Rostock,Protestant,ger,18
1627,Rostock,Protestant,lat,103
1627,Stettin,Protestant,ger,9
1627,Stettin,Protestant,lat,4
1627,Strasbourg,Mixed,fre,6
1627,Strasbourg,Mixed,ger,21
1627,Strasbourg,Mixed,lat,83
1627,Stuttgart,Protestant,ger,4
1627,Stuttgart,Protestant,lat,2
1627,Stuttgart,Protestant,unknown,1
1627,Tübingen,Protestant,ger,13
1627,Tübingen,Protestant,lat,46
1627,Vienna,Catholic,ger,11
1627,Vienna,Catholic,lat,1
1627,Vienna,Catholic,unknown,1
1627,Wittenberg,Protestant,ger,41
1627,Wittenberg,Protestant,grc,1
1627,Wittenberg,Protestant,lat,89
1627,Wittenberg,Protestant,unknown,1
1627,Zürich,Protestant,ger,9
1627,Zürich,Protestant,lat,1
1628,Altdorf,Protestant,ger,1
1628,Altdorf,Protestant,lat,101
1628,Altenburg,Protestant,ger,9
1628,Altenburg,Protestant,grc,1
1628,Altenburg,Protestant,lat,17
1628,Augsburg,Mixed,ger,17
1628,Augsburg,Mixed,lat,2
1628,Basel,Protestant,ger,9
1628,Basel,Protestant,grc,1
1628,Basel,Protestant,lat,33
1628,Basel,Protestant,unknown,1
1628,Berlin,Protestant,ger,10
1628,Berlin,Protestant,lat,6
1628,Braunschweig,Protestant,ger,4
1628,Braunschweig,Protestant,lat,1
1628,Bremen,Protestant,ger,1
1628,Bremen,Protestant,lat,1
1628,Breslau,Protestant,ger,13
1628,Breslau,Protestant,lat,3
1628,Cologne,Catholic,fre,2
1628,Cologne,Catholic,ger,17
1628,Cologne,Catholic,grc,4
1628,Cologne,Catholic,ita,1
1628,Cologne,Catholic,lat,81
1628,Danzig,Mixed,ger,2
1628,Danzig,Mixed,lat,1
1628,Dresden,Protestant,ger,21
1628,Dresden,Protestant,lat,14
1628,Erfurt,Mixed,ger,25
1628,Erfurt,Mixed,grc,3
1628,Erfurt,Mixed,lat,20
1628,Frankfurt (Oder),Protestant,ger,6
1628,Frankfurt (Oder),Protestant,lat,23
1628,Frankfurt am Main,Mixed,fre,3
1628,Frankfurt am Main,Mixed,ger,50
1628,Frankfurt am Main,Mixed,grc,2
1628,Frankfurt am Main,Mixed,ita,2
1628,Frankfurt am Main,Mixed,lat,89
1628,Frankfurt am Main,Mixed,unknown,10
1628,Greifswald,Protestant,ger,1
1628,Greifswald,Protestant,lat,36
1628,Halle,Protestant,ger,2
1628,Halle,Protestant,grc,1
1628,Halle,Protestant,lat,13
1628,Hamburg,Protestant,ger,22
1628,Hamburg,Protestant,lat,6
1628,Hamburg,Protestant,nds,1
1628,Hannover,Protestant,grc,1
1628,Hannover,Protestant,lat,1
1628,Helmstedt,Protestant,lat,13
1628,Ingolstadt,Catholic,ger,5
1628,Ingolstadt,Catholic,lat,19
1628,Jena,Protestant,ger,14
1628,Jena,Protestant,heb,1
1628,Jena,Protestant,lat,114
1628,Königsberg,Protestant,ger,5
1628,Königsberg,Protestant,lat,2
1628,Königsberg,Protestant,pol,1
1628,Leipzig,Protestant,fre,1
1628,Leipzig,Protestant,ger,108
1628,Leipzig,Protestant,grc,1
1628,Leipzig,Protestant,gre,1
1628,Leipzig,Protestant,heb,3
1628,Leipzig,Protestant,lat,131
1628,Lübeck,Protestant,ger,6
1628,Lübeck,Protestant,lat,3
1628,Magdeburg,Protestant,ger,15
1628,Magdeburg,Protestant,lat,6
1628,Mainz,Catholic,ger,3
1628,Mainz,Catholic,lat,5
1628,Marburg,Protestant,ger,2
1628,Marburg,Protestant,lat,57
1628,Marburg,Protestant,unknown,1
1628,Munich,Catholic,ger,15
1628,Munich,Catholic,lat,14
1628,Nuremberg,Protestant,fre,1
1628,Nuremberg,Protestant,ger,76
1628,Nuremberg,Protestant,heb,2
1628,Nuremberg,Protestant,lat,28
1628,Nuremberg,Protestant,unknown,1
1628,Prague,Catholic,ger,3
1628,Prague,Catholic,lat,1
1628,Regensburg,Mixed,ger,2
1628,Regensburg,Mixed,lat,1
1628,Rostock,Protestant,ger,19
1628,Rostock,Protestant,heb,1
1628,Rostock,Protestant,lat,52
1628,Stettin,Protestant,ger,16
1628,Stettin,Protestant,lat,14
1628,Strasbourg,Mixed,fre,1
1628,Strasbourg,Mixed,ger,21
1628,Strasbourg,Mixed,grc,1
1628,Strasbourg,Mixed,ita,1
1628,Strasbourg,Mixed,lat,107
1628,Strasbourg,Mixed,unknown,1
1628,Stuttgart,Protestant,ger,5
1628,Tübingen,Protestant,ger,11
1628,Tübingen,Protestant,lat,31
1628,Vienna,Catholic,ger,5
1628,Vienna,Catholic,lat,6
1628,Wittenberg,Protestant,ger,40
1628,Wittenberg,Protestant,lat,169
1628,Wittenberg,Protestant,unknown,1
1628,Zürich,Protestant,ger,7
1628,Zürich,Protestant,lat,2
1629,Altdorf,Protestant,ger,7
1629,Altdorf,Protestant,lat,49
1629,Altenburg,Protestant,ger,5
1629,Altenburg,Protestant,lat,13
1629,Augsburg,Mixed,ger,29
1629,Augsburg,Mixed,lat,8
1629,Basel,Protestant,ger,9
1629,Basel,Protestant,grc,1
1629,Basel,Protestant,heb,3
1629,Basel,Protestant,lat,42
1629,Berlin,Protestant,ger,8
1629,Berlin,Protestant,lat,2
1629,Braunschweig,Protestant,ger,1
1629,Braunschweig,Protestant,lat,4
1629,Bremen,Protestant,ger,6
1629,Bremen,Protestant,lat,2
1629,Breslau,Protestant,ger,26
1629,Breslau,Protestant,lat,8
1629,Cologne,Catholic,fre,2
1629,Cologne,Catholic,ger,19
1629,Cologne,Catholic,grc,2
1629,Cologne,Catholic,lat,142
1629,Danzig,Mixed,lat,2
1629,Dresden,Protestant,ger,28
1629,Dresden,Protestant,lat,19
1629,Erfurt,Mixed,ger,18
1629,Erfurt,Mixed,grc,1
1629,Erfurt,Mixed,lat,41
1629,Frankfurt (Oder),Protestant,ger,10
1629,Frankfurt (Oder),Protestant,grc,1
1629,Frankfurt (Oder),Protestant,lat,11
1629,Frankfurt am Main,Mixed,ger,65
1629,Frankfurt am Main,Mixed,grc,4
1629,Frankfurt am Main,Mixed,ita,1
1629,Frankfurt am Main,Mixed,lat,84
1629,Frankfurt am Main,Mixed,unknown,13
1629,Greifswald,Protestant,ger,3
1629,Greifswald,Protestant,lat,50
1629,Halle,Protestant,ger,7
1629,Halle,Protestant,lat,18
1629,Hamburg,Protestant,ger,5
1629,Hamburg,Protestant,lat,5
1629,Hamburg,Protestant,nds,1
1629,Hamburg,Protestant,por,1
1629,Hamburg,Protestant,unknown,1
1629,Hannover,Protestant,lat,1
1629,Heidelberg,Protestant,lat,8
1629,Helmstedt,Protestant,ger,5
1629,Helmstedt,Protestant,lat,33
1629,Ingolstadt,Catholic,ger,7
1629,Ingolstadt,Catholic,lat,38
1629,Jena,Protestant,ger,22
1629,Jena,Protestant,grc,1
1629,Jena,Protestant,heb,2
1629,Jena,Protestant,lat,146
1629,Königsberg,Protestant,lat,5
1629,Leipzig,Protestant,fre,2
1629,Leipzig,Protestant,ger,138
1629,Leipzig,Protestant,grc,6
1629,Leipzig,Protestant,heb,1
1629,Leipzig,Protestant,lat,121
1629,Lübeck,Protestant,ger,10
1629,Lübeck,Protestant,lat,2
1629,Magdeburg,Protestant,ger,7
1629,Magdeburg,Protestant,gre,1
1629,Magdeburg,Protestant,lat,7
1629,Mainz,Catholic,ger,4
1629,Mainz,Catholic,lat,14
1629,Marburg,Protestant,ger,7
1629,Marburg,Protestant,lat,31
1629,Munich,Catholic,ger,26
1629,Munich,Catholic,lat,27
1629,Nuremberg,Protestant,ger,44
1629,Nuremberg,Protestant,lat,22
1629,Nuremberg,Protestant,unknown,1
1629,Prague,Catholic,ger,7
1629,Prague,Catholic,lat,2
1629,Regensburg,Mixed,ger,3
1629,Regensburg,Mixed,lat,2
1629,Rostock,Protestant,ger,16
1629,Rostock,Protestant,lat,55
1629,Rostock,Protestant,unknown,1
1629,Stettin,Protestant,ger,11
1629,Stettin,Protestant,lat,18
1629,Strasbourg,Mixed,eng,1
1629,Strasbourg,Mixed,fre,2
1629,Strasbourg,Mixed,ger,19
1629,Strasbourg,Mixed,ita,1
1629,Strasbourg,Mixed,lat,95
1629,Strasbourg,Mixed,spa,1
1629,Stuttgart,Protestant,ger,5
1629,Stuttgart,Protestant,lat,1
1629,Tübingen,Protestant,ger,9
1629,Tübingen,Protestant,lat,35
1629,Tübingen,Protestant,unknown,1
1629,Vienna,Catholic,cze,1
1629,Vienna,Catholic,ger,9
1629,Vienna,Catholic,hun,1
1629,Vienna,Catholic,lat,6
1629,Wittenberg,Protestant,ger,33
1629,Wittenberg,Protestant,grc,1
1629,Wittenberg,Protestant,heb,1
1629,Wittenberg,Protestant,lat,178
1629,Zürich,Protestant,ger,4
1629,Zürich,Protestant,lat,2
1630,Altdorf,Protestant,ger,4
1630,Altdorf,Protestant,lat,80
1630,Altenburg,Protestant,ger,17
1630,Altenburg,Protestant,lat,10
1630,Augsburg,Mixed,ger,34
1630,Augsburg,Mixed,lat,7
1630,Basel,Protestant,ger,7
1630,Basel,Protestant,grc,1
1630,Basel,Protestant,heb,1
1630,Basel,Protestant,lat,23
1630,Berlin,Protestant,ger,9
1630,Berlin,Protestant,gre,1
1630,Berlin,Protestant,lat,7
1630,Braunschweig,Protestant,ger,2
1630,Braunschweig,Protestant,lat,3
1630,Bremen,Protestant,ger,1
1630,Bremen,Protestant,grc,1
1630,Bremen,Protestant,lat,4
1630,Breslau,Protestant,ger,23
1630,Breslau,Protestant,lat,7
1630,Cologne,Catholic,ger,17
1630,Cologne,Catholic,grc,1
1630,Cologne,Catholic,ita,1
1630,Cologne,Catholic,lat,106
1630,Cologne,Catholic,unknown,3
1630,Danzig,Mixed,ger,2
1630,Danzig,Mixed,lat,5
1630,Dresden,Protestant,fre,1
1630,Dresden,Protestant,ger,44
1630,Dresden,Protestant,lat,22
1630,Dresden,Protestant,unknown,1
1630,Erfurt,Mixed,ger,18
1630,Erfurt,Mixed,grc,5
1630,Erfurt,Mixed,lat,38
1630,Frankfurt (Oder),Protestant,ger,7
1630,Frankfurt (Oder),Protestant,lat,17
1630,Frankfurt am Main,Mixed,eng,1
1630,Frankfurt am Main,Mixed,fre,4
1630,Frankfurt am Main,Mixed,ger,45
1630,Frankfurt am Main,Mixed,grc,3
1630,Frankfurt am Main,Mixed,ita,4
1630,Frankfurt am Main,Mixed,lat,80
1630,Frankfurt am Main,Mixed,unknown,2
1630,Giessen,Protestant,lat,1
1630,Greifswald,Protestant,ger,3
1630,Greifswald,Protestant,heb,1
1630,Greifswald,Protestant,lat,60
1630,Halle,Protestant,ger,15
1630,Halle,Protestant,grc,1
1630,Halle,Protestant,lat,28
1630,Hamburg,Protestant,ger,15
1630,Hamburg,Protestant,lat,12
1630,Hamburg,Protestant,nds,1
1630,Hannover,Protestant,grc,1
1630,Hannover,Protestant,lat,1
1630,Helmstedt,Protestant,ger,2
1630,Helmstedt,Protestant,lat,29
1630,Ingolstadt,Catholic,ger,11
1630,Ingolstadt,Catholic,lat,32
1630,Jena,Protestant,ger,32
1630,Jena,Protestant,grc,6
1630,Jena,Protestant,heb,2
1630,Jena,Protestant,lat,153
1630,Jena,Protestant,unknown,1
1630,Königsberg,Protestant,ger,1
1630,Königsberg,Protestant,lat,4
1630,Leipzig,Protestant,ger,123
1630,Leipzig,Protestant,grc,9
1630,Leipzig,Protestant,heb,1
1630,Leipzig,Protestant,lat,144
1630,Leipzig,Protestant,unknown,1
1630,Lübeck,Protestant,ger,3
1630,Magdeburg,Protestant,ger,6
1630,Magdeburg,Protestant,lat,5
1630,Mainz,Catholic,ger,2
1630,Mainz,Catholic,lat,7
1630,Marburg,Protestant,ger,3
1630,Marburg,Protestant,lat,44
1630,Munich,Catholic,ger,12
1630,Munich,Catholic,lat,18
1630,Nuremberg,Protestant,ger,82
1630,Nuremberg,Protestant,lat,44
1630,Nuremberg,Protestant,unknown,1
1630,Prague,Catholic,ger,1
1630,Regensburg,Mixed,ger,8
1630,Regensburg,Mixed,lat,5
1630,Regensburg,Mixed,spa,1
1630,Rostock,Protestant,ger,11
1630,Rostock,Protestant,grc,1
1630,Rostock,Protestant,lat,52
1630,Rostock,Protestant,unknown,1
1630,Stettin,Protestant,ger,18
1630,Stettin,Protestant,lat,11
1630,Strasbourg,Mixed,eng,1
1630,Strasbourg,Mixed,fre,3
1630,Strasbourg,Mixed,ger,35
1630,Strasbourg,Mixed,grc,1
1630,Strasbourg,Mixed,gre,1
1630,Strasbourg,Mixed,ita,1
1630,Strasbourg,Mixed,lat,126
1630,Strasbourg,Mixed,spa,1
1630,Stuttgart,Protestant,ger,4
1630,Tübingen,Protestant,ger,18
1630,Tübingen,Protestant,lat,25
1630,Vienna,Catholic,ger,6
1630,Vienna,Catholic,lat,10
1630,Wittenberg,Protestant,ger,44
1630,Wittenberg,Protestant,grc,5
1630,Wittenberg,Protestant,gre,1
1630,Wittenberg,Protestant,heb,2
1630,Wittenberg,Protestant,lat,232
1630,Zürich,Protestant,ger,1
1631,Altdorf,Protestant,lat,62
1631,Altenburg,Protestant,ger,8
1631,Altenburg,Protestant,lat,9
1631,Augsburg,Mixed,ger,32
1631,Augsburg,Mixed,lat,5
1631,Augsburg,Mixed,unknown,1
1631,Basel,Protestant,arc,2
1631,Basel,Protestant,ger,6
1631,Basel,Protestant,grc,2
1631,Basel,Protestant,heb,2
1631,Basel,Protestant,lat,23
1631,Berlin,Protestant,ger,12
1631,Berlin,Protestant,lat,1
1631,Braunschweig,Protestant,ger,5
1631,Braunschweig,Protestant,lat,3
1631,Braunschweig,Protestant,unknown,1
1631,Bremen,Protestant,ger,4
1631,Bremen,Protestant,grc,1
1631,Bremen,Protestant,lat,6
1631,Breslau,Protestant,ger,11
1631,Breslau,Protestant,lat,5
1631,Cologne,Catholic,fre,1
1631,Cologne,Catholic,ger,6
1631,Cologne,Catholic,ita,4
1631,Cologne,Catholic,lat,106
1631,Danzig,Mixed,ger,3
1631,Danzig,Mixed,lat,6
1631,Dresden,Protestant,ger,28
1631,Dresden,Protestant,lat,24
1631,Dresden,Protestant,unknown,1
1631,Erfurt,Mixed,fre,1
1631,Erfurt,Mixed,ger,27
1631,Erfurt,Mixed,grc,7
1631,Erfurt,Mixed,lat,35
1631,Frankfurt (Oder),Protestant,ger,3
1631,Frankfurt (Oder),Protestant,lat,8
1631,Frankfurt am Main,Mixed,fre,4
1631,Frankfurt am Main,Mixed,ger,61
1631,Frankfurt am Main,Mixed,grc,2
1631,Frankfurt am Main,Mixed,ita,2
1631,Frankfurt am Main,Mixed,lat,52
1631,Greifswald,Protestant,ger,3
1631,Greifswald,Protestant,lat,40
1631,Halle,Protestant,ger,6
1631,Halle,Protestant,grc,2
1631,Halle,Protestant,lat,33
1631,Hamburg,Protestant,ger,11
1631,Hamburg,Protestant,lat,10
1631,Hamburg,Protestant,nds,1
1631,Heidelberg,Protestant,lat,3
1631,Helmstedt,Protestant,ger,1
1631,Helmstedt,Protestant,lat,24
1631,Ingolstadt,Catholic,ger,8
1631,Ingolstadt,Catholic,lat,28
1631,Jena,Protestant,ger,24
1631,Jena,Protestant,grc,3
1631,Jena,Protestant,heb,2
1631,Jena,Protestant,lat,141
1631,Königsberg,Protestant,lat,4
1631,Leipzig,Protestant,fre,2
1631,Leipzig,Protestant,ger,192
1631,Leipzig,Protestant,lat,131
1631,Lübeck,Protestant,ger,1
1631,Lübeck,Protestant,lat,1
1631,Magdeburg,Protestant,ger,9
1631,Mainz,Catholic,ger,7
1631,Mainz,Catholic,lat,14
1631,Marburg,Protestant,fre,1
1631,Marburg,Protestant,ger,7
1631,Marburg,Protestant,lat,18
1631,Munich,Catholic,ger,23
1631,Munich,Catholic,lat,14
1631,Nuremberg,Protestant,ger,60
1631,Nuremberg,Protestant,lat,24
1631,Nuremberg,Protestant,unknown,1
1631,Prague,Catholic,ger,2
1631,Regensburg,Mixed,ger,2
1631,Rostock,Protestant,ger,5
1631,Rostock,Protestant,grc,1
1631,Rostock,Protestant,lat,52
1631,Stettin,Protestant,ger,22
1631,Stettin,Protestant,lat,11
1631,Strasbourg,Mixed,fre,2
1631,Strasbourg,Mixed,ger,16
1631,Strasbourg,Mixed,lat,79
1631,Stuttgart,Protestant,ger,6
1631,Tübingen,Protestant,ger,3
1631,Tübingen,Protestant,lat,17
1631,Vienna,Catholic,ger,7
1631,Vienna,Catholic,ita,1
1631,Vienna,Catholic,lat,3
1631,Wittenberg,Protestant,ger,21
1631,Wittenberg,Protestant,grc,2
1631,Wittenberg,Protestant,lat,117
1631,Zürich,Protestant,ger,1
1632,Altdorf,Protestant,ger,2
1632,Altdorf,Protestant,lat,23
1632,Altenburg,Protestant,ger,4
1632,Altenburg,Protestant,grc,1
1632,Altenburg,Protestant,lat,4
1632,Augsburg,Mixed,ger,31
1632,Augsburg,Mixed,lat,1
1632,Basel,Protestant,arc,1
1632,Basel,Protestant,ger,8
1632,Basel,Protestant,heb,1
1632,Basel,Protestant,lat,14
1632,Berlin,Protestant,ger,8
1632,Berlin,Protestant,lat,4
1632,Berlin,Protestant,unknown,1
1632,Braunschweig,Protestant,ger,9
1632,Braunschweig,Protestant,lat,15
1632,Bremen,Protestant,lat,7
1632,Breslau,Protestant,ger,12
1632,Breslau,Protestant,lat,4
1632,Cologne,Catholic,ger,4
1632,Cologne,Catholic,lat,20
1632,Danzig,Mixed,ger,4
1632,Danzig,Mixed,lat,8
1632,Danzig,Mixed,pol,2
1632,Dresden,Protestant,ger,36
1632,Dresden,Protestant,lat,11
1632,Erfurt,Mixed,ger,39
1632,Erfurt,Mixed,grc,1
1632,Erfurt,Mixed,lat,30
1632,Erfurt,Mixed,swe,1
1632,Frankfurt (Oder),Protestant,ger,5
1632,Frankfurt (Oder),Protestant,lat,9
1632,Frankfurt am Main,Mixed,ger,44
1632,Frankfurt am Main,Mixed,lat,19
1632,Frankfurt am Main,Mixed,spa,1
1632,Frankfurt am Main,Mixed,swe,1
1632,Greifswald,Protestant,ger,3
1632,Greifswald,Protestant,lat,12
1632,Halle,Protestant,ger,23
1632,Halle,Protestant,lat,49
1632,Hamburg,Protestant,ger,19
1632,Hamburg,Protestant,lat,18
1632,Hamburg,Protestant,nds,1
1632,Heidelberg,Protestant,ger,1
1632,Helmstedt,Protestant,ger,1
1632,Helmstedt,Protestant,grc,1
1632,Helmstedt,Protestant,heb,1
1632,Helmstedt,Protestant,lat,15
1632,Ingolstadt,Catholic,ger,4
1632,Ingolstadt,Catholic,lat,6
1632,Jena,Protestant,fre,1
1632,Jena,Protestant,ger,27
1632,Jena,Protestant,grc,4
1632,Jena,Protestant,heb,1
1632,Jena,Protestant,lat,138
1632,Königsberg,Protestant,ger,1
1632,Königsberg,Protestant,lat,2
1632,Leipzig,Protestant,ger,148
1632,Leipzig,Protestant,grc,1
1632,Leipzig,Protestant,gre,1
1632,Leipzig,Protestant,lat,81
1632,Leipzig,Protestant,unknown,4
1632,Lübeck,Protestant,ger,8
1632,Lübeck,Protestant,lat,4
1632,Magdeburg,Protestant,ger,11
1632,Magdeburg,Protestant,lat,1
1632,Mainz,Catholic,ger,5
1632,Marburg,Protestant,ger,8
1632,Marburg,Protestant,lat,16
1632,Munich,Catholic,ger,7
1632,Munich,Catholic,lat,7
1632,Nuremberg,Protestant,ger,62
1632,Nuremberg,Protestant,lat,19
1632,Prague,Catholic,ger,1
1632,Prague,Catholic,lat,1
1632,Regensburg,Mixed,lat,2
1632,Rostock,Protestant,ger,16
1632,Rostock,Protestant,heb,1
1632,Rostock,Protestant,lat,43
1632,Stettin,Protestant,ger,22
1632,Stettin,Protestant,lat,7
1632,Strasbourg,Mixed,fre,3
1632,Strasbourg,Mixed,ger,23
1632,Strasbourg,Mixed,grc,2
1632,Strasbourg,Mixed,lat,88
1632,Stuttgart,Protestant,ger,2
1632,Tübingen,Protestant,fre,1
1632,Tübingen,Protestant,ger,5
1632,Tübingen,Protestant,grc,1
1632,Tübingen,Protestant,heb,1
1632,Tübingen,Protestant,lat,15
1632,Vienna,Catholic,ger,3
1632,Vienna,Catholic,lat,6
1632,Wittenberg,Protestant,ger,36
1632,Wittenberg,Protestant,grc,5
1632,Wittenberg,Protestant,heb,1
1632,Wittenberg,Protestant,lat,61
1632,Zürich,Protestant,ger,1
1633,Altdorf,Protestant,ger,1
1633,Altdorf,Protestant,lat,32
1633,Altenburg,Protestant,ger,4
1633,Altenburg,Protestant,lat,1
1633,Augsburg,Mixed,ger,15
1633,Augsburg,Mixed,lat,5
1633,Augsburg,Mixed,unknown,1
1633,Basel,Protestant,ger,8
1633,Basel,Protestant,grc,4
1633,Basel,Protestant,lat,10
1633,Basel,Protestant,unknown,1
1633,Berlin,Protestant,ger,7
1633,Braunschweig,Protestant,ger,3
1633,Braunschweig,Protestant,lat,5
1633,Bremen,Protestant,ger,3
1633,Bremen,Protestant,lat,1
1633,Breslau,Protestant,ger,6
1633,Breslau,Protestant,lat,4
1633,Cologne,Catholic,ger,2
1633,Cologne,Catholic,ita,2
1633,Cologne,Catholic,lat,29
1633,Danzig,Mixed,ger,3
1633,Danzig,Mixed,lat,10
1633,Danzig,Mixed,pol,2
1633,Dresden,Protestant,ger,21
1633,Dresden,Protestant,lat,10
1633,Erfurt,Mixed,ger,30
1633,Erfurt,Mixed,grc,2
1633,Erfurt,Mixed,heb,1
1633,Erfurt,Mixed,lat,33
1633,Frankfurt (Oder),Protestant,fre,1
1633,Frankfurt (Oder),Protestant,ger,6
1633,Frankfurt (Oder),Protestant,ita,1
1633,Frankfurt (Oder),Protestant,lat,12
1633,Frankfurt am Main,Mixed,dut,1
1633,Frankfurt am Main,Mixed,ger,55
1633,Frankfurt am Main,Mixed,heb,1
1633,Frankfurt am Main,Mixed,ita,1
1633,Frankfurt am Main,Mixed,lat,37
1633,Frankfurt am Main,Mixed,unknown,1
1633,Giessen,Protestant,ger,1
1633,Greifswald,Protestant,ger,3
1633,Greifswald,Protestant,grc,1
1633,Greifswald,Protestant,heb,1
1633,Greifswald,Protestant,lat,14
1633,Halle,Protestant,fre,1
1633,Halle,Protestant,ger,50
1633,Halle,Protestant,grc,1
1633,Halle,Protestant,ita,1
1633,Halle,Protestant,lat,57
1633,Hamburg,Protestant,ger,19
1633,Hamburg,Protestant,heb,2
1633,Hamburg,Protestant,lat,16
1633,Hamburg,Protestant,nds,3
1633,Hamburg,Protestant,por,1
1633,Hamburg,Protestant,unknown,1
1633,Hannover,Protestant,ger,3
1633,Heidelberg,Protestant,ger,1
1633,Heidelberg,Protestant,lat,1
1633,Helmstedt,Protestant,ger,2
1633,Helmstedt,Protestant,lat,22
1633,Ingolstadt,Catholic,ger,1
1633,Ingolstadt,Catholic,lat,4
1633,Jena,Protestant,ger,31
1633,Jena,Protestant,grc,1
1633,Jena,Protestant,lat,122
1633,Königsberg,Protestant,ger,2
1633,Königsberg,Protestant,lat,2
1633,Leipzig,Protestant,ger,119
1633,Leipzig,Protestant,grc,2
1633,Leipzig,Protestant,heb,1
1633,Leipzig,Protestant,lat,72
1633,Lübeck,Protestant,ger,4
1633,Lübeck,Protestant,lat,5
1633,Magdeburg,Protestant,ger,8
1633,Magdeburg,Protestant,lat,1
1633,Mainz,Catholic,fre,2
1633,Mainz,Catholic,ger,1
1633,Mainz,Catholic,lat,2
1633,Marburg,Protestant,ger,13
1633,Marburg,Protestant,lat,18
1633,Munich,Catholic,ger,5
1633,Munich,Catholic,lat,8
1633,Nuremberg,Protestant,ger,43
1633,Nuremberg,Protestant,lat,21
1633,Nuremberg,Protestant,unknown,1
1633,Regensburg,Mixed,ger,12
1633,Regensburg,Mixed,lat,4
1633,Rostock,Protestant,ger,23
1633,Rostock,Protestant,lat,49
1633,Rostock,Protestant,unknown,1
1633,Stettin,Protestant,ger,18
1633,Stettin,Protestant,lat,22
1633,Strasbourg,Mixed,fre,2
1633,Strasbourg,Mixed,ger,28
1633,Strasbourg,Mixed,grc,2
1633,Strasbourg,Mixed,lat,81
1633,Stuttgart,Protestant,ger,1
1633,Tübingen,Protestant,ger,6
1633,Tübingen,Protestant,heb,1
1633,Tübingen,Protestant,lat,7
1633,Vienna,Catholic,ger,4
1633,Vienna,Catholic,ita,2
1633,Vienna,Catholic,lat,5
1633,Wittenberg,Protestant,ger,24
1633,Wittenberg,Protestant,grc,1
1633,Wittenberg,Protestant,lat,65
1633,Zürich,Protestant,ger,1
1634,Altdorf,Protestant,ger,2
1634,Altdorf,Protestant,lat,24
1634,Augsburg,Mixed,ger,10
1634,Augsburg,Mixed,lat,5
1634,Basel,Protestant,arc,1
1634,Basel,Protestant,ger,6
1634,Basel,Protestant,heb,1
