Source,Target,year_of_publication,Weight
"Salis, Baptista de (Trovamala)",Nicolaus Girardengus de Novis,1484,1
"Sallustius Crispus, Gaius",Venice,1480,1
"Sallustius Crispus, Gaius",Paris,1483,1
"Sallustius Crispus, Gaius",[Eucharius Silber],1482,1
"Sallustius Crispus, Gaius",Bernardinus Benalius et Socii,1485,1
"Sallustius Crispus, Gaius",1480,1480,1
"Sallustius Crispus, Gaius",2.35,1483,1
"Sallustius Crispus, Gaius",45.43,1481,1
"Sallustius Crispus, Gaius",45.46,1482,1
"Sallustius Crispus, Gaius",IT,1481,1
"Sallustius Crispus, Gaius",3164603,1481,1
"Sallustius Crispus, Gaius",6542283,1482,1
"Sallustius Crispus, Gaius",[Venice],1486,1
"Sallustius Crispus, Gaius",4 May 1485,1485,1
"Sallustius Crispus, Gaius",45.46,1485,1
"Sallustius Crispus, Gaius",45.43,1486,1
"Sallustius Crispus, Gaius",IT,1486,1
"Sallustius Crispus, Gaius",6542283,1485,1
"Sallustius Crispus, Gaius",3164603,1486,1
"Sallustius Crispus, Gaius",[Milan,1480,1
"Sallustius Crispus, Gaius",Leonardus Pachel and Uldericus Scinzenzeler,1480,1
"Sallustius Crispus, Gaius",about or before 1480],1480,1
"Sallustius Crispus, Gaius",2743477,1485,1
"Samuel, Rabbi",[Printer of J.A. de Sancto Georgio (H 7599],1480,1
"Samuel, Rabbi",[Rome,1480,1
"Samuel, Rabbi",Gerard Leeu,1486,1
"Samuel, Rabbi",18 Oct. 1486,1486,1
"Samuel, Rabbi",4.4,1486,1
"Samuel, Rabbi",12.49,1480,1
"Sanchez de Vercial, Clemente",[Portugal?,1488,1
"Sanchez de Vercial, Clemente",n.pr.,1488,1
"Sanchez de Vercial, Clemente",-8.13055555555556,1488,1
"Sanchez de Vercial, Clemente",39.6944444444444,1488,1
"Sancto Georgio, Johannes Antonius de",Stephan Plannck,1483,1
"Sancto Blasio, Baptista de",45.43,1481,1
"Sancto Georgio, Johannes Antonius de",[Rome,1480,1
"Sandeus, Felinus","[Printer of Canaro, 'De materia excusatoris' (H 4306*)], for Bastianus and Raphael de Orlandis",1489,1
"Sandeus, Felinus",11.62,1481,1
"Sandeus, Felinus",10.69,1489,1
"Sancto Georgio, Johannes Antonius de",12.49,1480,1
"Sandeus, Felinus",43.9,1489,1
"Sancto Georgio, Johannes Antonius de",IT,1480,1
"Sancto Georgio, Johannes Antonius de",3171366,1488,1
"Sandeus, Felinus",Pisa,1484,1
"Sandeus, Felinus",20 Nov. 1484,1484,1
"Sandeus, Felinus",12.34,1489,1
"Sandeus, Felinus",IT,1484,1
"Sandeus, Ludovicus",[Bologna,1485,1
"Sanson, Franciscus, de Senis",[Bologna,1486,1
"Sanson, Franciscus, de Senis",1482-84],1486,1
"Ficinus, Marsilius",Apud Sanctum Jacobum de Ripoli,1481,1
"Santcliment, Francesc de",-0.88,1486,1
"Sandeus, Ludovicus",IT,1485,1
"Santcliment, Francesc de",ES,1482,1
"Sanson, Franciscus, de Senis",11.33,1486,1
"Sanson, Franciscus, de Senis",43.32,1486,1
"Balbus, Johannes",Venice,1483,1
"Balbus, Johannes",Nuremberg,1486,1
"Balbus, Johannes",24 Sept. 1483,1483,1
"Balbus, Johannes",21 Aug. 1486,1486,1
"Balbus, Johannes",about 1486],1486,1
"Balbus, Johannes",12.34,1487,1
"Balbus, Johannes",4.84,1489,1
"Balbus, Johannes",45.43,1487,1
"Balbus, Johannes",FR,1482,1
"Balbus, Johannes",IT,1483,1
"Balbus, Johannes",FR,1485,1
"Balbus, Johannes",3164603,1483,1
"Balbus, Johannes",2861650,1486,1
"Balbus, Johannes",2996944,1489,1
"Ficinus, Marsilius",3170647,1484,1
Bartolus de Saxoferrato,Nuremberg,1481,1
Bartolommeo dalli Sonetti (Zamberto),"Guilelmus Anima Mia, Tridinensis?",1485,1
Bartolus de Saxoferrato,26 Mar. 1485,1485,1
Bartolommeo dalli Sonetti (Zamberto),not after 1485],1485,1
Bartolus de Saxoferrato,about 1482],1482,1
Bartolus de Saxoferrato,45.19,1488,1
"Bartolinis, Baldus de",IT,1482,1
"Festus, Sextus Pompeius",3181554,1483,1
Bartolommeo dalli Sonetti (Zamberto),IT,1485,1
"Ficinus, Marsilius",43.77,1481,1
Bartolommeo dalli Sonetti (Zamberto),3164603,1485,1
Bartolus de Saxoferrato,Leonardus Pachel and Uldericus Scinzenzeler,1487,1
Bartolus de Saxoferrato,Jean Bonhomme,1486,1
Bartolus de Saxoferrato,about 1480],1480,1
Bartolus de Saxoferrato,31 Jan. 1479/80,1480,1
Bartolus de Saxoferrato,4 Apr. 1486,1486,1
"Ficinus, Marsilius",43.72,1484,1
Bartolus de Saxoferrato,9.19,1487,1
"Festus, Sextus Pompeius",10.22,1483,1
Bartolus de Saxoferrato,6455259,1486,1
"Festus, Sextus Pompeius",18 June 1483,1483,1
"Donatus, Aelius",Pavia,1481,1
"Donatus, Aelius",[Leipzig,1485,1
"Donatus, Aelius",[Reutlingen,1485,1
"Donatus, Aelius",[about 1485-90],1482,1
"Donatus, Aelius",Strassburg,1487,1
"Donatus, Aelius",[Speyer,1489,1
"Donatus, Aelius",Jacob Jacobszoon van der Meer,1482,1
"Ferrerius, Vincentius, S",3 Mar. 1488,1488,1
"Donatus, Aelius",Lienhart Ysenhut,1489,1
"Donatus, Aelius",about 1483?],1483,1
"Donatus, Aelius",[not after 1487],1487,1
"Donatus, Aelius",1487,1487,1
"Ficinus, Marsilius",Lorenzo and Angelo di Firenze,1484,1
"Donatus, Aelius",12.34,1481,1
"Donatus, Aelius",[about 1482],1482,1
"Donatus, Aelius",18.06,1487,1
"Donatus, Aelius",4.84,1487,1
"Donatus, Aelius",6.14,1487,1
"Donatus, Aelius",45.43,1481,1
"Donatus, Aelius",45.19,1481,1
"Donatus, Aelius",NL,1482,1
"Donatus, Aelius",51.5,1482,1
"Feurs, Antoine de, Bishop of Mâcon",Johann Neumeister,1489,1
"Donatus, Aelius",CZ,1487,1
"Donatus, Aelius",CH,1489,1
"Donatus, Aelius",DE,1489,1
"Ferrières, Henri de",45.5666666666667,1486,1
"Donatus, Aelius",3164603,1481,1
"Donatus, Aelius",6557107,1485,1
"Donatus, Aelius",2879139,1485,1
"Donatus, Aelius",3078610,1487,1
"Donatus, Aelius",2820256,1487,1
"Ebrardi, Udalricus",[Speyer,1488,1
"Ebrardi, Udalricus",Memmingen,1489,1
Ebrardus Bethuniensis,[Guillaume Le Roy],1487,1
Ebrardus Bethuniensis,[Strassburg,1489,1
"Ebrardi, Udalricus",Johann Otmar,1489,1
Ebrardus Bethuniensis,Guillaume Le Roy,1487,1
Ebrardus Bethuniensis,Johann Prüss,1489,1
"Ferrières, Henri de",5.93333333333333,1486,1
"Ferrières, Henri de",Chambéry,1486,1
"Ferrerius, Vincentius, S",2886242,1487,1
Ebrardus Bethuniensis,about 1485],1485,1
Ebrardus Bethuniensis,not after 1489],1489,1
"Ebrardi, Udalricus",11.0775,1488,1
"Ferrerius, Vincentius, S",CH,1488,1
"Ebrardi, Udalricus",49.4541666666667,1488,1
"Ebrardi, Udalricus",49.32,1489,1
Ebrardus Bethuniensis,FR,1489,1
"Ebrardi, Udalricus",6558157,1489,1
"Ebrardi, Udalricus",2830582,1489,1
Ebrardus Bethuniensis,2971929,1485,1
"Ferrerius, Vincentius, S",IT,1488,1
"Ferrerius, Vincentius, S",DE,1482,1
Enselmino da Treviso,Georgius Herolt,1481,1
"Ferrerius, Vincentius, S",48.37,1486,1
"Enoch von Kobelau, commissary",1488],1488,1
Enselmino da Treviso,about 1481],1481,1
"Ferrerius, Vincentius, S",49.4541666666667,1483,1
Ephrem Syrus,43.77,1481,1
Enselmino da Treviso,IT,1483,1
"Ferrerius, Vincentius, S",8.43,1485,1
"Ferrerius, Vincentius, S",17 Dec. 1488,1488,1
Enselmino da Treviso,3169071,1481,1
Ephrem Syrus,3176959,1481,1
Jacobus de Voragine,Cologne,1481,1
Jacobus de Voragine,Venice,1482,1
Jacobus de Voragine,[Strassburg,1482,1
Jacobus de Voragine,[Ulrich Zel],1482,1
Jacobus de Voragine,Octavianus Scotus,1483,1
Jacobus de Voragine,[Printer of the 1483 Jordanus de Quedlinburg (Georg Husner)],1483,1
Jacobus de Voragine,17 May 1482,1482,1
Jacobus de Voragine,20 Jan. 1483,1483,1
Jacobus de Voragine,7.75,1482,1
Jacobus de Voragine,6.96,1483,1
"Ferrariis, Johannes Petrus de",DE,1482,1
Jacobus de Voragine,49.4541666666667,1482,1
Jacobus de Voragine,48.58,1482,1
Jacobus de Voragine,IT,1483,1
"Ferrerius, Vincentius, S",14]86,1486,1
Jacobus de Voragine,3164603,1482,1
Jacobus de Voragine,2973783,1483,1
Jacobus de Voragine,2886242,1483,1
Jacobus de Voragine,Strassburg,1485,1
"Ferrerius, Vincentius, S",[Heinrich Quentell],1485,1
Jacobus de Voragine,Lyons,1487,1
Jacobus de Voragine,Guillaume Balsarin,1486,1
Jacobus de Voragine,Nicolaus Kesler,1486,1
"Ferrerius, Vincentius, S",Uldericus Scinzenzeler,1488,1
"Ferrerius, Vincentius, S","Johann Koelhoff, the Elder]",1482,1
Jacobus de Voragine,20 July 1486,1486,1
Jacobus de Voragine,7.75,1485,1
Jacobus de Voragine,7.59,1486,1
Jacobus de Voragine,48.58,1485,1
"Ferrerius, Vincentius, S",Fratres Ordinis Eremitarum S. Augustini],1483,1
Jacobus de Voragine,48.49,1485,1
"Ferrarius, Johannes Matthaeus, de Gradibus",IT,1481,1
Jacobus de Voragine,45.76,1487,1
"Ferrarius, Johannes Matthaeus, de Gradibus",45.46,1481,1
Jacobus de Voragine,6558157,1485,1
"Ferrarius, Johannes Matthaeus, de Gradibus",45.19,1482,1
Jacobus de Voragine,7285161,1486,1
Jacobus de Voragine,2996944,1487,1
Astesanus de Ast,Venice,1480,1
Athanasius,Vicenza,1482,1
Astesanus de Ast,11.0775,1482,1
Astesanus de Ast,IT,1480,1
Athanasius,IT,1482,1
Astesanus de Ast,3164603,1480,1
"Aubusson, Pierre D'",[Mainz,1480,1
"Aubusson, Pierre D'",[Cologne,1480,1
"Aubert, David",3 June 1482,1482,1
"Ferrerius, Vincentius, S",11.0775,1481,1
"Aubusson, Pierre D'",2861650,1480,1
"Aubusson, Pierre D'",2886242,1480,1
"Auerbach, Johannes (jurist)",Venice,1488,1
"Auerbach, Johannes (jurist)",Leipzig,1489,1
"Auerbach, Johannes (jurist)",7 Oct. 1488,1488,1
"Auerbach, Johannes (jurist)",51.34,1489,1
"Augustinus, Aurelius",45.43,1483,1
"Auerbach, Johannes (jurist)",DE,1489,1
"Auerbach, Johannes (jurist)",3164603,1488,1
"Augustinus, Aurelius",Venice,1484,1
"Augustinus, Aurelius",Strassburg,1489,1
"Augustinus, Aurelius",Martin Flach (printer of Strassburg),1489,1
"Ferrerius, Vincentius, S",[1481],1481,1
"Augustinus, Aurelius",2973783,1489,1
"Augustinus, Aurelius",Louvain,1488,1
"Ferrarius, Johannes Matthaeus, de Gradibus",Milan,1481,1
"Ferrarius, Johannes Matthaeus, de Gradibus",Pavia,1482,1
"Ferrariis, Johannes Petrus de",3164603,1487,1
"Ferrariis, Johannes Petrus de",IT,1487,1
"Augustinus, Aurelius",9 Aug. 1482,1482,1
"Augustinus, Aurelius",1483,1483,1
"Augustinus, Aurelius",6.16,1483,1
"Augustinus, Aurelius",FR,1483,1
"Augustinus, Aurelius",6455259,1483,1
"Augustinus, Aurelius",6455259,1489,1
"Ferrariis, Johannes Petrus de",45.43,1484,1
"Augustinus, Aurelius",Fratres Ordinis Eremitarum S. Augustini,1483,1
"Augustinus, Aurelius",11.0775,1483,1
"Augustinus, Aurelius",49.4541666666667,1483,1
"Augustinus, Aurelius",43.6,1488,1
"Augustinus, Aurelius",6542283,1486,1
"Augustinus, Aurelius",Milan,1484,1
"Augustinus, Aurelius","'Teutonici' (i.e. Leonardus Pachel and Uldericus Scinzenzeler), for Gaspar Lampugnanus",1484,1
"Augustinus, Aurelius",5 Jan. 1486,1486,1
"Augustinus, Aurelius",9.19,1484,1
"Augustinus, Aurelius",10.22,1486,1
"Augustinus, Aurelius",45.46,1484,1
"Augustinus, Aurelius",Paganinus de Paganinis,1487,1
"Augustinus, Aurelius",Milan,1480,1
"Augustinus, Aurelius",Matthaeus Cerdonis,1484,1
"Augustinus, Aurelius",11.88,1484,1
"Augustinus, Aurelius",9.19,1480,1
"Augustinus, Aurelius",45.46,1480,1
"Augustinus, Aurelius",DE,1484,1
"Augustinus, Aurelius",3171728,1484,1
"Augustinus, Aurelius",45.43,1489,1
"Augustinus, Aurelius",Peter van Os,1487,1
"Augustinus, Aurelius",BE,1483,1
"Augustinus, Aurelius",NL,1487,1
"Augustinus, Aurelius",2792482,1483,1
Augustinus de Ancona,Lyons,1485,1
Augustinus de Ancona,[not after 18 June 1484],1480,1
"Augustinus, Aurelius",[Lyons,1486,1
Augustinus de Ancona,Sixtus Glockengiesser,1485,1
Augustinus de Ancona,4.84,1485,1
"Augustinus, Aurelius",6.14,1480,1
Augustinus de Ancona,not after 1480],1480,1
"Ferrariis, Johannes Petrus de",IT,1481,1
Bernardus Claravallensis,[Strassburg,1484,1
Augustinus de Ancona,2996944,1480,1
Augustinus de Ancona,19 Sept. 1487,1487,1
Augustinus de Ancona,IT,1487,1
"Aurelius Victor, Sextus",Venice,1486,1
"Aurelius Victor, Sextus",12.34,1486,1
"Fernandus, Carolus",2.35,1487,1
Averroes,5 Oct. 1482,1482,1
Averroes,11.62,1482,1
Averroes,21 Aug. 1488,1488,1
Averroes,12.34,1488,1
Avicenna,Venice,1486,1
Avicenna,Henricus de Harlem and Johannes Walbeck,1482,1
Avicenna,25 Sept. 1484,1484,1
Avicenna,12.34,1483,1
Avicenna,44.49,1482,1
Avicenna,45.43,1483,1
Avicenna,IT,1482,1
Avicenna,3164603,1484,1
"Azo, Portius",Speyer,1482,1
"Azo, Portius",Venice,1489,1
"Azo, Portius",Peter Drach,1482,1
"Azo, Portius","Christophorus de Canibus with Stephanus de Georgiis, for S.N.D.B.",1484,1
"Avienus, Rufius Festus",25 Oct. 1488,1488,1
"Azo, Portius",1482,1482,1
"Avienus, Rufius Festus",12.34,1488,1
"Azo, Portius",8.43,1482,1
"Azo, Portius",12.34,1489,1
Aymon,45.76,1485,1
"Azo, Portius",IT,1484,1
"Baco, Johannes",[Louis Martineau],1485,1
"Baco, Johannes",Louis Martineau,1484,1
"Bämler, Johann",Johann Schönsperger,1487,1
"Bagellardus, Paulus",Matthaeus Cerdonis,1487,1
"Baco, Johannes",20 Feb. 1484,1484,1
"Baco, Johannes",[Antoine Caillaut],1485,1
"Bämler, Johann",Johann Bämler,1486,1
"Bämler, Johann",10.89,1480,1
"Bagellardus, Paulus",11.88,1487,1
"Bämler, Johann",48.37,1480,1
"Bämler, Johann",DE,1480,1
"Burlaeus, Gualtherus",6453974,1480,1
"Bämler, Johann",6557107,1480,1
"Bagnyon, Jean",[Geneva,1487,1
"Bagnyon, Jean",Printer of Bagnyon],1487,1
"Balbus, Hieronymus",[Paris,1483,1
"Bagnyon, Jean",Guillaume Balsarin,1487,1
"Bagnyon, Jean",FR,1487,1
Baldovinus Sabaudiensis,about 1498],1489,1
Baldassarre da Bologna,11.35,1480,1
Baldovinus Sabaudiensis,Jean Du Pré (printer of Lyons),1489,1
Baldovinus Sabaudiensis,about 1489],1489,1
Baldassarre da Bologna,3181928,1480,1
Baldovinus Sabaudiensis,FR,1489,1
Baptista Mantuanus,Bologna,1488,1
"Bandellus de Castronovo, Vincentius",about 1486],1486,1
"Ferrariis, Johannes Petrus de",45.46,1481,1
"Bandellus de Castronovo, Vincentius",DE,1486,1
"Ferrariis, Johannes Petrus de",12.34,1487,1
Baptista Mantuanus,9 Feb. 1489,1489,1
Baptista Mantuanus,[Bologna,1489,1
"Barbarus, Hermolaus",12.49,1486,1
"Barbarus, Hermolaus",41.89,1486,1
"Ferrariis, Johannes Petrus de",Andreas de Bonetis,1484,1
"Barbarus, Hermolaus",3169071,1486,1
"Barbatia, Andreas",Antonius de Carcano,1488,1
"Ferrariis, Johannes Petrus de",Nuremberg,1482,1
"Barbatia, Andreas",9.16,1488,1
"Barbatia, Andreas",Bologna,1488,1
"Fernandus, Carolus",[Ulrich Gering,1487,1
"Barberiis, Philippus de",49.32,1488,1
"Burlaeus, Gualtherus",2830582,1485,1
"Barbus, Johannes",11.88,1483,1
Bartholomaeus Anglicus,45.76,1480,1
"Barbus, Johannes",3171728,1483,1
Bartholomaeus Anglicus,Cologne,1481,1
Bartholomaeus Anglicus,Nuremberg,1483,1
Bartholomaeus Anglicus,Anton Koberger,1483,1
Bartholomaeus Anglicus,10 Dec. 1482,1482,1
Bartholomaeus Anglicus,6.96,1481,1
"Burlaeus, Gualtherus",[Speyer],1485,1
Bartholomaeus Anglicus,11.0775,1483,1
"Burlaeus, Gualtherus",52.25,1487,1
"Burlaeus, Gualtherus",49.32,1485,1
Bartholomaeus Anglicus,2973783,1485,1
Bartholomaeus Anglicus,[Heidelberg,1488,1
"Burlaeus, Gualtherus",J[ohann and] C[onrad] H[ist,1485,1
Bartholomaeus Anglicus,21 May 1488,1488,1
Bartholomaeus Anglicus,4.64,1485,1
Bartholomaeus Anglicus,[about 1484],1486,1
Bartholomaeus Anglicus,52.38,1485,1
Bartholomaeus Anglicus,Lyons,1487,1
Bartholomaeus Brixiensis,Nicolaus Kesler,1489,1
Bartholomaeus Anglicus,4.84,1485,1
Bartholomaeus Brixiensis,47.56,1489,1
Bartholomaeus Brixiensis,CH,1489,1
Bartholomaeus de Chaimis,[Nuremberg,1482,1
Bartholomaeus de Chaimis,Venice,1486,1
Bartholomaeus de Chaimis,[Heidelberg,1489,1
Bartholomaeus de Chaimis,Conrad Zeninger],1482,1
Bartholomaeus de Chaimis,Printer of Lindelbach (Heinrich Knoblochtzer),1485,1
Bartholomaeus de Chaimis,Reynaldus de Novimagio,1486,1
Bartholomaeus de Chaimis,11.0775,1482,1
Bartholomaeus de Chaimis,8.68,1485,1
Bartholomaeus de Chaimis,49.4541666666667,1482,1
Bartholomaeus de Chaimis,Heinrich Gran,1489,1
Bartholomaeus de Chaimis,DE,1482,1
Bartholomaeus de Chaimis,DE,1485,1
Bartholomaeus de Chaimis,about 1489],1489,1
Bartholomaeus de Chaimis,2907911,1485,1
Bartholomaeus de Chaimis,2754966,1489,1
Bartholomaeus de Sancto Concordio,12 May 1481,1481,1
Bartholomaeus de Sancto Concordio,45.43,1481,1
Bartolus de Saxoferrato,31 Jan. 1486/87,1487,1
Bartolus de Saxoferrato,[Georgius Arrivabenus and] Bernardinus Benalius,1488,1
Bartolus de Saxoferrato,7 Mar. 1485,1485,1
Bartolus de Saxoferrato,15 Feb. 1482,1482,1
Bartolus de Saxoferrato,7 Jan. 1484,1484,1
Bartolus de Saxoferrato,16 Sept. 1488,1488,1
Bartolus de Saxoferrato,Petrus Maufer de Maliferis et Socii,1480,1
Bartolus de Saxoferrato,1 Feb. 1485,1485,1
Bartolus de Saxoferrato,22 Nov. 1480,1480,1
Bartolus de Saxoferrato,31 July 1488,1488,1
Bartolus de Saxoferrato,14 Sept. 1481,1481,1
Bartolus de Saxoferrato,before 27 Oct. 1483],1483,1
Bartolus de Saxoferrato,45.46,1483,1
"Diogenes Laertius, Pseudo-",Venice,1480,1
"Diogenes Laertius, Pseudo-",5 July 1488,1488,1
"Diogenes Laertius, Pseudo-",20 May 1489,1489,1
"Diogenes Laertius, Pseudo-",24 Oct. 1489,1489,1
Diomedes,18 June 1486,1486,1
"Diogenes Laertius, Pseudo-",11.26,1488,1
"Diogenes Laertius, Pseudo-",43.77,1488,1
"Diogenes Laertius, Pseudo-",IT,1488,1
"Diogenes Laertius, Pseudo-",3164603,1489,1
"Diogenes Laertius, Pseudo-",3176959,1489,1
Diomedes,6455259,1480,1
Dionysius de Burgo Sancti Sepulcri,Augsburg,1489,1
Dionysius de Burgo Sancti Sepulcri,10.89,1489,1
Dionysius de Burgo Sancti Sepulcri,48.37,1489,1
Dionysius Carthusiensis,Delft,1487,1
Dionysius Carthusiensis,Antwerp,1488,1
Dionysius Halicarnaseus,Treviso,1480,1
Dionysius Carthusiensis,16 Mar. [1488],1488,1
Dionysius Halicarnaseus,12.24,1480,1
Dionysius Carthusiensis,BE,1488,1
Dionysius Halicarnaseus,IT,1480,1
Dionysius Halicarnaseus,6540118,1480,1
Dominicus Maria de Novaria,[Bologna,1489,1
Dominicus Maria de Novaria,Johannes Schoemberger,1483,1
Dominicus Maria de Novaria,Matteo Capcasa (di Codeca)?,1489,1
Dominicus Maria de Novaria,1486],1486,1
Dominicus Maria de Novaria,44.49,1486,1
Dominicus Maria de Novaria,IT,1483,1
"Burlaeus, Gualtherus",45.43,1485,1
Dominicus Maria de Novaria,3164603,1489,1
Dominicus Maria de Novaria,3181928,1489,1
Dominicus de Sancto Geminiano,Venice,1485,1
Dominicus de Sancto Geminiano,Pavia,1489,1
Dominicus de Sancto Geminiano,"Andreas de Soziis, Parmensis",1485,1
Dominicus de Sancto Geminiano,Johannes Antonius Birreta and Franciscus Girardengus,1489,1
Dominicus de Sancto Geminiano,4 Aug. 1485,1485,1
Dominicus de Sancto Geminiano,1489,1489,1
Dominicus de Sancto Geminiano,12.34,1485,1
Dominicus de Sancto Geminiano,9.16,1489,1
Dominicus de Sancto Geminiano,45.43,1485,1
Dominicus de Sancto Geminiano,45.19,1489,1
Dominicus de Sancto Geminiano,IT,1485,1
Dominicus de Sancto Geminiano,3164603,1486,1
"Donatus, Aelius",Michael Wenssler,1480,1
"Donatus, Aelius",Fratres Domus Horti Viridis ad S. Michaelem,1480,1
"Donatus, Aelius",7.59,1480,1
"Donatus, Aelius",1.09916666666667,1480,1
"Donatus, Aelius",FR,1480,1
"Donatus, Aelius",[Cologne,1487,1
"Donatus, Aelius",Nuremberg,1483,1
"Donatus, Aelius",Hermann Kästlin,1481,1
"Donatus, Aelius",Gasparus de Cantono,1480,1
"Donatus, Aelius",48.37,1481,1
"Donatus, Aelius",48.58,1483,1
"Donatus, Aelius",IT,1480,1
"Donatus, Aelius",2886242,1487,1
"Donatus, Aelius",Venice,1488,1
"Burlaeus, Gualtherus",[Antwerp? or Louvain?],1487,1
"Donatus, Aelius",Theodorus de Ragazonibus,1488,1
"Donatus, Ludovicus",Georgius Lauer,1482,1
Ludovicus Donatus,Johannes Schoemberger,1482,1
"Donatus, Aelius",about 1488],1488,1
"Donatus, Ludovicus",12.49,1482,1
"Donatus, Ludovicus",41.89,1482,1
"Donatus, Ludovicus",IT,1482,1
Ludovicus Donatus,Stephan Plannck,1482,1
"Dondis, Jacobus de",12.34,1481,1
"Dozoli, Laurentius, and Buyer, Jacques",2.35,1483,1
"Dozoli, Laurentius, and Buyer, Jacques",48.86,1483,1
"Dondis, Jacobus de",IT,1481,1
"Dozoli, Laurentius, and Buyer, Jacques",FR,1483,1
"Dozoli, Laurentius, and Buyer, Jacques",6455259,1483,1
"Dulcinius, Stephanus",Milan,1489,1
"Drohobycz, Georgius de",[Eucharius Silber],1483,1
"Dulcinius, Stephanus","Antonius Zarotus, for Johannes Antonius Corvinus",1489,1
"Dulcinius, Stephanus",13 Apr. 1489,1489,1
"Drohobycz, Georgius de",12.49,1483,1
"Dulcinius, Stephanus",IT,1489,1
"Burlaeus, Gualtherus",[about 1483],1485,1
"Burlaeus, Gualtherus",45.43,1488,1
"Duns Scotus, Johannes",Venice,1483,1
"Duns Scotus, Johannes",Thierry Martens,1489,1
"Duns Scotus, Johannes",1489,1489,1
"Duns Scotus, Johannes",4.05,1489,1
"Duns Scotus, Johannes",45.43,1483,1
"Duns Scotus, Johannes",BE,1489,1
"Dupuis, Mary",[Lyons,1481,1
"Dupuis, Mary",Printer of 'L'Abusé en court',1481,1
"Dupuis, Mary",[Arend de Keysere,1482,1
"Dupuis, Mary",1482],1482,1
"Dupin, Jean",45.5666666666667,1485,1
"Dupuis, Mary",45.76,1481,1
"Dupin, Jean",FR,1485,1
"Dupuis, Mary",FR,1481,1
"Duranti, Guillelmus",Georgius Walch,1482,1
"Duranti, Guillelmus",1480,1480,1
"Duranti, Guillelmus",14 Aug. 1481,1481,1
"Duranti, Guillelmus",6 Nov. 1481,1481,1
"Duranti, Guillelmus",12.34,1482,1
"Duranti, Guillelmus",45.55,1480,1
"Duranti, Guillelmus",DE,1480,1
"Duranti, Guillelmus",FR,1481,1
"Duranti, Guillelmus",3164603,1482,1
"Duranti, Guillelmus",[about 1485-88],1486,1
"Buridanus, Johannes","Janon Carcain, for Michel le Noir in Paris",1487,1
"Duranti, Guillelmus",[Lyons,1486,1
"Duranti, Guillelmus","Guilelmus Anima Mia, Tridinensis",1487,1
"Duranti, Guillelmus",[Printer of the 1483 Jordanus de Quedlinburg (Georg Husner)],1488,1
"Duranti, Guillelmus",17 July 1488,1488,1
"Duranti, Guillelmus",1 Sept. 1488,1488,1
"Duranti, Guillelmus",12.34,1485,1
"Duranti, Guillelmus",7.75,1488,1
"Burlaeus, Gualtherus",45.43,1482,1
"Burlaeus, Gualtherus",15 Apr. 1482,1482,1
"Duranti, Guillelmus",3164603,1485,1
"Duranti, Guillelmus",2973783,1488,1
"Duranti, Guillelmus",12.34,1488,1
"Duranti, Guillelmus",3164603,1488,1
"Ebelson, Jakob",[Mainz,1487,1
"Eberhard der Ältere, Graf von Württemberg",[Urach,1480,1
"Eberhard der Ältere, Graf von Württemberg",[Ulm,1488,1
"Ebelson, Jakob",Peter Schoeffer,1487,1
"Eberhard der Ältere, Graf von Württemberg",Conrad Fyner,1480,1
"Ebrardi, Udalricus",Albrecht Kunne,1487,1
"Ebelson, Jakob",about 1487],1487,1
"Eberhard der Ältere, Graf von Württemberg",after 24 Apr. 1488],1488,1
"Eberhard der Ältere, Graf von Württemberg",9.4,1480,1
"Ebrardi, Udalricus",10.18,1487,1
"Eberhard der Ältere, Graf von Württemberg",48.4,1488,1
"Ebrardi, Udalricus",47.98,1487,1
"Eberhard der Ältere, Graf von Württemberg",DE,1480,1
"Ebrardi, Udalricus",DE,1487,1
"Eberhard der Ältere, Graf von Württemberg",2820256,1488,1
"Ebrardi, Udalricus",3220886,1487,1
"Eck, Paulus",Johann and Thomas Borchard,1488,1
Eike von Repgow,Bartholomaeus de Unkel,1480,1
Eike von Repgow,12 July 1482,1482,1
Eike von Repgow,22 June 1484,1484,1
Eike von Repgow,50.94,1480,1
"Buridanus, Johannes",[about 1489],1489,1
Eike von Repgow,DE,1481,1
"Eck, Paulus",2911298,1488,1
Eike von Repgow,2886242,1480,1
Eike von Repgow,6557107,1481,1
Eike von Repgow,Gouda,1482,1
Eike von Repgow,Anton Sorg,1482,1
Eike von Repgow,Gerard Leeu,1482,1
Eike von Repgow,[14]88,1488,1
Eike von Repgow,30 Aug. 1488,1488,1
Eike von Repgow,16 Dec. 1482,1482,1
