year_of_publication,country_of_publication,primary_language_code,count
1437,PT,por,1
1440,nl,mnd,5
1445,PT,por,1
1453,FR,por,1
1453,BR,por,1
1453,PT,por,1
1454,XA-FR,lat,1
1454,XA-CH,lat,1
1454,XA-IT,lat,1
1460,nl,mnd,5
1460,nl,lat,1
1467,,lat,1
1468,XA-DE,lat,1
1469,XA-IT,lat,7
1469,ZZ,lat,3
1469,XA-IT,,1
1469,it,lat,1
1470,XA-IT,lat,12
1470,,,1
1470,,lat,1
1470,ZZ,lat,1
1470,XA-IT,ita,1
1471,XA-IT,lat,14
1471,,lat,2
1471,,,2
1471,ZZ,lat,2
1471,xx,lat,1
1471,it,lat,1
1471,XA-IT,grc,1
1472,XA-IT,lat,19
1472,,lat,3
1472,XA-IT,,2
1472,ZZ,lat,2
1472,XA-DE,lat,2
1472,oo,lat,1
1472,it,lat,1
1472,xx,lat,1
1473,XA-IT,lat,11
1473,ZZ,lat,5
1473,XA-FR,lat,3
1473,XA-DE,,2
1473,xx,lat,1
1473,XA-IT,ita,1
1473,XA-DE,lat,1
1473,,lat,1
1473,XG-DR,lat,1
1473,XA-FR,frm,1
1473,it,lat,1
1474,XA-IT,lat,4
1474,,lat,2
1474,ZZ,ita,1
1474,ZZ,fre,1
1474,XA-IT,ita,1
1474,XA-FR,lat,1
1475,XA-IT,lat,18
1475,XA-DE,ger,5
1475,XA-BE,lat,3
1475,ZZ,lat,3
1475,it,lat,3
1475,,lat,2
1475,,,2
1475,it,,1
1475,ZZ,ger,1
1475,gw,ger,1
1475,,ger,1
1475,be,lat,1
1475,xx,lat,1
1475,oo,ger,1
1476,XA-IT,lat,34
1476,XA-IT,ita,20
1476,ZZ,lat,13
1476,XA-FR,lat,6
1476,,lat,4
1476,xx,lat,4
1476,,,4
1476,XA-CH,lat,3
1476,ZZ,ita,2
1476,,ita,2
1476,it,lat,2
1476,xx,ita,1
1476,XA-BE,lat,1
1476,XA-DE,,1
1476,XA-BE,,1
1476,IT,por,1
1477,XA-IT,lat,7
1477,XA-DE,lat,6
1477,XG-DR,lat,2
1477,,,2
1477,XA-BE,lat,2
1477,oo,lat,2
1477,,lat,2
1477,ZZ,lat,1
1478,XA-IT,lat,3
1478,XA-IT,ita,2
1478,XA-FR,lat,2
1478,XG-DR,,1
1478,,ger,1
1478,ZZ,ger,1
1478,ZZ,fre,1
1479,XA-IT,lat,11
1479,ZZ,lat,7
1479,,lat,4
1479,XA-FR,lat,4
1479,it,lat,2
1479,,,2
1479,xx,lat,1
1479,XA-FR,frm,1
1479,IT,por,1
1479,XA-IT,ita,1
1480,XA-IT,lat,12
1480,XA-FR,lat,4
1480,nl,lat,3
1480,ZZ,lat,3
1480,XA-GB,lat,2
1480,XA-NL,lat,2
1480,XA-GB,eng,2
1480,de,,2
1480,,lat,1
1480,it,lat,1
1480,oo,lat,1
1480,ne,lat,1
1480,IT,por,1
1480,,,1
1481,XA-IT,lat,24
1481,,lat,14
1481,XA-IT,ita,13
1481,XA-FR,lat,9
1481,ZZ,lat,8
1481,it,lat,5
1481,ZZ,ita,2
1481,,ita,2
1481,IT,por,1
1481,fr,lat,1
1481,,ger,1
1481,gw,ger,1
1481,ZZ,ger,1
1481,XA-DE,lat,1
1481,,,1
1481,XG-DR,lat,1
1481,XG-DR,ger,1
1482,XA-IT,lat,8
1482,ZZ,lat,5
1482,XA-DE,ger,4
1482,XA-FR,lat,3
1482,ZZ,ger,3
1482,,lat,2
1482,,ger,2
1482,be,fre,1
1482,,,1
1482,XA-IT,,1
1482,XG-DR,lat,1
1482,it,lat,1
1483,XA-IT,lat,22
1483,ZZ,lat,3
1483,XA-DE,lat,3
1483,XA-FR,lat,2
1483,,lat,2
1483,XA-IT,,2
1483,it,lat,1
1483,XA-IT,ita,1
1483,XA-AT,lat,1
1484,XA-IT,lat,10
1484,,,3
1484,XA-FR,lat,2
1484,ZZ,lat,2
1484,XA-NL,lat,2
1484,be,lat,1
1484,,lat,1
1484,XA-BE,lat,1
1484,XA-IT,ita,1
1484,ZZ,,1
1485,XA-IT,lat,9
1485,ZZ,lat,5
1485,,lat,4
1485,XA-NL,lat,3
1485,nl,lat,3
1485,XA-IT,ita,2
1485,fr,lat,1
1485,ZZ,,1
1485,ZZ,at,1
1485,it,lat,1
1485,ZZ,cat,1
1486,XA-IT,lat,13
1486,ZZ,lat,5
1486,,lat,2
1486,XA-DE,lat,2
1486,XA-BE,lat,1
1486,xx,lat,1
1486,XA-FR,lat,1
1486,gw,lat,1
1486,fr,lat,1
1486,,,1
1486,XA-CH,lat,1
1487,XA-IT,lat,14
1487,ZZ,lat,5
1487,XA-BE,lat,2
1487,xx,lat,2
1487,,lat,1
1487,fr,lat,1
1487,it,lat,1
1487,,,1
1488,,lat,5
1488,ZZ,lat,4
1488,XA-FR,lat,3
1488,XA-IT,lat,3
1488,XA-DE,lat,2
1488,XA-FR,frm,2
1488,,,2
1488,XA-NL,lat,1
1488,XG-DR,lat,1
1489,ZZ,lat,10
1489,XA-IT,ita,7
1489,,lat,6
1489,XA-FR,lat,5
1489,XA-DE,lat,4
1489,XA-IT,lat,2
1489,FR,por,1
1489,ZZ,ita,1
1489,XG-DR,lat,1
1489,,ita,1
1489,,,1
1489,XA-FR,fre,1
1490,XA-IT,lat,24
1490,ZZ,lat,12
1490,nl,lat,4
1490,XA-CH,lat,4
1490,XA-IT,,4
1490,XA-NL,lat,3
1490,,lat,3
1490,de,,2
1490,XA-DE,lat,2
1490,xx,lat,2
1490,ZZ,ita,1
1490,IT,por,1
1490,it,lat,1
1490,ZZ,ger,1
1490,de,lat,1
1490,nl,,1
1490,fr,lat,1
1491,XA-IT,lat,22
1491,ZZ,lat,6
1491,xx,lat,3
1491,nl,lat,2
1491,,lat,2
1491,,,1
1491,XA-IT,,1
1491,XG-DR,gre,1
1491,XA-BE,lat,1
1491,XA-NL,lat,1
1491,,ger,1
1491,XG-DR,lat,1
1491,XA-BE,,1
1491,XA-DE,ger,1
1491,XA-DE,lat,1
1492,XA-IT,lat,17
1492,ZZ,lat,7
1492,XA-FR,lat,6
1492,fr,lat,3
1492,oo,lat,1
1492,,lat,1
1492,XG-DR,lat,1
1492,XA-IT,ita,1
1492,gw,lat,1
1492,XA-ES,spa,1
1492,,,1
1493,XA-IT,lat,16
1493,XA-DE,lat,15
1493,ZZ,lat,6
1493,,lat,5
1493,ZZ,ita,2
1493,XA-FR,lat,2
1493,sz,lat,1
1493,de,lat,1
1493,XA-IT,ita,1
1493,ZZ,fre,1
1493,xx,lat,1
1493,XA-IT,,1
1493,XA-DE,,1
1493,IT,por,1
1493,gw,lat,1
1493,,,1
1493,it,lat,1
1493,XG-DR,lat,1
1494,XA-IT,lat,25
1494,ZZ,lat,19
1494,XA-CH,lat,14
1494,,lat,9
1494,XA-DE,lat,4
1494,XA-FR,lat,4
1494,,,3
1494,xx,lat,3
1494,XG-DR,lat,2
1494,XA-IT,,1
1494,ZZ,frm,1
1494,ZZ,,1
1494,it,lat,1
1494,fr,lat,1
1494,ch,lat,1
1494,CH,por,1
1494,IT,por,1
1494,enk,roa,1
1495,ZZ,lat,13
1495,XA-IT,lat,11
1495,nl,lat,5
1495,XA-NL,lat,5
1495,,,4
1495,,lat,4
1495,XA-FR,lat,4
1495,XA-DE,lat,3
1495,it,lat,3
1495,fr,lat,2
1495,XA-NL,,2
1495,XG-DR,lat,1
1495,ZZ,,1
1496,XA-IT,lat,25
1496,XA-FR,lat,19
1496,XA-DE,lat,14
1496,ZZ,lat,12
1496,,lat,12
1496,,,4
1496,xx,lat,4
1496,XG-DR,lat,2
1496,XD-UY,lat,2
1496,fr,lat,2
1496,FR,por,1
1496,XA-FR,,1
1496,it,lat,1
1496,XA-IT,,1
1496,XA-ES,lat,1
1497,XA-IT,lat,14
1497,ZZ,lat,6
1497,,,3
1497,XA-IT,,3
1497,XA-FR,lat,3
1497,XA-DE,mul,2
1497,XA-DE,lat,2
1497,IT,por,2
1497,,lat,2
1497,nl,lat,2
1497,xx,lat,2
1497,XA-NL,lat,1
1497,XA-IT,ara,1
1497,fr,lat,1
1497,XA-IT,ita,1
1497,XA-IT,grc,1
1498,XA-IT,lat,16
1498,ZZ,lat,15
1498,XA-DE,lat,5
1498,,lat,4
1498,,,3
1498,it,lat,3
1498,XA-IT,ita,2
1498,XA-BE,,2
1498,xx,lat,1
1498,ZZ,ita,1
1498,XA-FR,lat,1
1498,XA-CH,lat,1
1498,ZZ,grc,1
1498,XA-IT,grc,1
1499,XA-IT,lat,24
1499,ZZ,lat,17
1499,XA-DE,lat,15
1499,,lat,12
1499,,,7
1499,XA-DE,ger,5
1499,XG-DR,lat,5
1499,gw,lat,3
1499,,ger,3
1499,XA-BE,,2
1499,ZZ,ger,2
1499,xx,lat,2
1499,de,lat,1
1499,XA-FR,lat,1
1499,gw,ger,1
1499,it,lat,1
1499,XG-DR,ger,1
1499,XA-IT,,1
1499,fr,lat,1
1500,ZZ,lat,23
1500,XA-FR,lat,13
1500,XA-DE,lat,12
1500,XA-IT,lat,12
1500,,,8
1500,XA-ES,lat,4
1500,de,,3
1500,XA-FR,,3
1500,ZZ,,2
1500,,lat,2
1500,it,lat,2
1500,XG-DR,lat,2
1500,nl,,2
1500,FR,por,2
1500,xx,lat,2
1500,ZZ,frm,1
1500,it,,1
1500,XA-IT,ita,1
1500,gw,lat,1
1500,XA-BE,lat,1
1500,fr,lat,1
1500,XA-FR,fre,1
1500,XA-FR,frm,1
1500,ZZ,ger,1
1500,fr,,1
1500,XA-CH,lat,1
1501,XA-FR,lat,27
1501,ZZ,lat,24
1501,XA-DE,lat,20
1501,,lat,12
1501,,,9
1501,XA-IT,ita,8
1501,XA-IT,lat,7
1501,XG-DR,lat,5
1501,XG-DR,,4
1501,fr,lat,3
1501,XA-FR,fre,2
1501,PT,por,2
1501,XA-DE,,2
1501,XC-DZ,,2
1501,gw,lat,1
1501,gw,ger,1
1501,XA-FR,,1
1501,XA-ES,spa,1
1501,XA-IT,grc,1
1501,XB-IL,lat,1
1501,it,lat,1
1501,ZZ,ita,1
1502,,lat,21
1502,XA-IT,lat,19
1502,,,16
1502,XA-DE,lat,16
1502,ZZ,lat,11
1502,XA-IT,ita,3
1502,XA-FR,lat,3
1502,XA-FR,fre,2
1502,gw,lat,2
1502,XG-DR,,2
1502,it,lat,2
1502,XA-DE,ger,1
1502,ne,lat,1
1502,XA-NL,lat,1
1502,XG-DR,lat,1
1503,XA-IT,lat,24
1503,ZZ,lat,16
1503,XA-CH,lat,14
1503,,lat,13
1503,,,9
1503,XA-DE,lat,9
1503,it,lat,4
1503,XA-FR,lat,3
1503,IT,por,1
1503,sz,lat,1
1503,ZZ,at,1
1503,ZZ,,1
1504,XA-IT,lat,21
1504,XA-FR,lat,20
1504,ZZ,lat,11
1504,,,8
1504,,lat,6
1504,ZZ,ger,4
1504,XA-PL,lat,4
1504,XA-FR,ger,2
1504,XA-CH,lat,2
1504,,ger,1
1504,XA-CH,,1
1504,it,lat,1
1504,XA-IT,grc,1
1504,ZZ,,1
1504,XA-IT,ita,1
1504,XA-FR,,1
1505,XA-IT,lat,17
1505,ZZ,lat,13
1505,,,12
1505,,lat,12
1505,XA-FR,lat,8
1505,XA-IT,grc,6
1505,XA-DE,lat,5
1505,XA-IT,gre,5
1505,IT,por,3
1505,it,lat,3
1505,ZZ,ger,2
1505,XA-ES,spa,1
1505,,grc,1
1505,ZZ,,1
1505,ZZ,grc,1
1505,it,grk,1
1505,gw,lat,1
1505,XA-FR,grc,1
1505,XA-IT,,1
1505,XG-DR,lat,1
1506,XA-IT,lat,15
1506,XA-CH,lat,12
1506,,lat,9
1506,ZZ,lat,6
1506,,,5
1506,XA-FR,lat,3
1506,XA-DE,lat,2
1506,XA-ES,lat,1
1506,XA-DE,ger,1
1506,pl,lat,1
1506,PT,por,1
1506,enk,roa,1
1506,de,lat,1
1506,ZZ,ger,1
1507,XA-IT,lat,32
1507,,,22
1507,,lat,20
1507,XA-FR,lat,12
1507,ZZ,lat,11
1507,XA-DE,lat,10
1507,gw,lat,5
1507,XA-PL,lat,3
1507,XG-DR,lat,3
1507,pl,lat,3
1507,,ger,2
1507,XG-DR,,2
1507,ZZ,at,1
1507,XA-BE,lat,1
1507,XA-CH,lat,1
1508,XA-IT,lat,31
1508,,lat,25
1508,XA-DE,lat,23
1508,XA-FR,lat,22
1508,ZZ,lat,21
1508,,,21
1508,XA-IT,ita,9
1508,XG-DR,lat,7
1508,XA-CH,lat,6
1508,XG-DR,,4
1508,ZZ,,4
1508,ZZ,ger,2
1508,it,lat,2
1508,gw,ger,2
1508,gw,lat,2
1508,XA-NL,lat,2
1508,,eng,1
1508,xx,lat,1
1508,pl,lat,1
1508,XA-FR,ita,1
1508,fr,lat,1
1508,DE,por,1
1508,oo,lat,1
1509,XA-FR,lat,17
1509,,,4
1509,XA-IT,lat,4
1509,XA-DE,lat,3
1509,XA-DE,gre,2
1509,XA-CH,lat,2
1509,ZZ,lat,2
1509,XA-FR,,1
1509,FR,por,1
1509,,lat,1
1509,enk,eng,1
1510,XA-FR,lat,31
1510,,,23
1510,,lat,19
1510,XA-IT,lat,11
1510,ZZ,lat,10
1510,XA-AT,lat,6
1510,ZZ,ger,4
1510,XA-GB,lat,3
1510,XA-FR,frm,3
1510,XA-DE,lat,3
1510,,ita,2
1510,XG-DR,ger,2
1510,fr,lat,2
1510,be,ned,2
1510,ZZ,,2
1510,XA-FR,grc,2
1510,XA-DE,ger,2
1510,XA-GB,eng,1
1510,,roa,1
1510,XA-BE,dut,1
1510,at,lat,1
1510,XA-CH,lat,1
1510,nl,,1
1510,enk,roa,1
1510,FR,por,1
1511,,,12
1511,XA-FR,lat,12
1511,ZZ,lat,11
1511,,lat,7
1511,ZZ,ger,6
1511,XA-IT,lat,3
1511,XA-FR,fre,2
1511,XA-CH,lat,2
1511,fr,lat,2
1511,,ger,2
1511,de,,1
1511,XA-IT,ita,1
1511,sz,lat,1
1511,fr,ger,1
1511,au,lat,1
1511,XA-FR,ger,1
1511,XA-AT,lat,1
1511,XA-DE,lat,1
1512,XA-FR,lat,23
1512,XA-IT,lat,19
1512,,,13
1512,ZZ,lat,12
1512,,lat,9
1512,ZZ,ger,6
1512,XA-DE,lat,3
1512,XA-ES,lat,2
1512,fr,lat,2
1512,XG-DR,,2
1512,ZZ,,2
1512,XA-DE,,1
1512,XA-AT,lat,1
1512,IT,por,1
1512,XA-FR,fre,1
1513,XA-IT,lat,35
1513,,,14
1513,XA-FR,lat,13
1513,ZZ,lat,12
1513,,lat,6
1513,ZZ,ger,4
1513,XA-DE,lat,3
1513,it,lat,3
1513,XA-IT,,2
1513,pl,lat,2
1513,IT,por,2
1513,fr,lat,2
1513,XA-FR,fre,1
1513,XA-IT,gre,1
1513,ZZ,,1
1513,gw,lat,1
1514,XA-IT,lat,37
1514,,,35
1514,XA-FR,lat,24
1514,,lat,23
1514,XA-AT,lat,18
1514,ZZ,lat,15
1514,XA-CH,lat,13
1514,ZZ,ger,6
1514,XA-IT,ita,5
1514,XA-DE,lat,5
1514,fr,lat,3
1514,ZZ,gre,2
1514,XA-IT,,2
1514,,grc,2
1514,XA-DE,ger,2
1514,au,lat,1
1514,XA-IT,grc,1
1514,gw,lat,1
1514,gw,ger,1
1514,fr,fre,1
1514,XE-AU,lat,1
1514,IT,por,1
1515,XA-IT,lat,47
1515,,,16
1515,ZZ,lat,11
1515,XA-FR,lat,11
1515,XA-IT,ita,8
1515,,lat,6
1515,ZZ,ger,6
1515,XA-IT,grc,5
1515,XA-DE,lat,4
1515,XA-IT,mul,4
1515,it,lat,3
1515,XA-AT,lat,3
1515,XA-FR,,2
1515,it,grc,2
1515,fr,lat,2
1515,ZZ,,2
1515,XA-DE,ger,2
1515,ZZ,gre,2
1515,it,ita,1
1515,XA-IT,,1
1515,XG-DR,ger,1
1515,XG-DR,lat,1
1515,ZZ,grc,1
1515,ZZ,at,1
1516,XA-IT,lat,33
1516,XA-FR,lat,20
1516,,,12
1516,XA-CH,lat,12
1516,XA-IT,ita,9
1516,ZZ,lat,9
1516,,lat,8
1516,ZZ,ger,6
1516,XA-FR,eng,3
1516,XA-AT,lat,2
1516,,ger,2
1516,fr,lat,2
1516,ZZ,,2
1516,IT,por,2
1516,FR,por,2
1516,it,lat,2
1516,XA-AT,,2
1516,XA-FR,ger,2
1516,XA-ES,lat,2
1516,XA-ES,spa,1
1516,XA-GB,eng,1
1516,fr,ger,1
1516,gw,lat,1
1516,sz,lat,1
1516,ch,lat,1
1516,XA-FR,ita,1
1516,fr,frm,1
1516,xx,lat,1
1516,XA-PL,lat,1
1516,pl,lat,1
1516,ES,por,1
1516,gb,eng,1
1516,au,lat,1
1517,XA-IT,lat,39
1517,,,20
1517,ZZ,lat,13
1517,ZZ,ger,10
1517,XA-IT,ita,7
1517,,lat,7
1517,ZZ,heb,5
1517,XA-CH,lat,4
1517,XA-DE,lat,4
1517,ZZ,gre,3
1517,XC-EG,fre,2
1517,XA-DE,ita,2
1517,it,lat,2
1517,gw,ita,1
1517,|,,1
1517,XA-FR,lat,1
1517,de,ita,1
1517,pl,lat,1
1518,XA-IT,lat,39
1518,XA-FR,lat,24
1518,,,17
1518,ZZ,lat,11
1518,XA-DE,lat,10
1518,,lat,10
1518,XA-FR,ger,4
1518,fr,lat,2
1518,ZZ,ger,2
1518,IT,por,2
1518,,ger,2
1518,enk,roa,1
1518,XA-DE,ger,1
1518,XA-CH,lat,1
1518,ZZ,at,1
1518,XA-IT,ita,1
1518,gw,lat,1
1518,ZZ,,1
1518,ne,lat,1
1518,XA-IT,grc,1
1518,ZZ,grc,1
1519,XA-FR,lat,13
1519,,,12
1519,XA-IT,lat,9
1519,,lat,9
1519,ZZ,lat,7
1519,XA-DE,lat,6
1519,XA-IT,ita,4
1519,ZZ,grc,2
1519,XA-IT,scc,2
1519,XA-BE,lat,2
1519,ZZ,ger,2
1519,IT,por,1
1519,XA-DE,,1
1519,XA-FR,,1
1519,au,lat,1
1519,XA-IT,,1
1519,FR,por,1
1519,ZZ,heb,1
1519,XA-FR,ger,1
1520,XA-FR,lat,22
1520,ZZ,lat,15
1520,XA-IT,lat,12
1520,,lat,11
1520,,,11
1520,XA-DE,lat,10
1520,fr,lat,4
1520,XG-DR,lat,4
1520,XA-FR,,3
1520,XA-DE,ger,3
1520,XA-AT,lat,2
1520,ZZ,,2
1520,ZZ,ger,2
1520,XA-NL,lat,2
1520,gw,ger,1
1520,FR,por,1
1520,XA-IT,ita,1
1520,ZZ,at,1
1520,XA-FR,frm,1
1520,ZZ,frm,1
1520,enk,eng,1
1520,XA-GB,eng,1
1520,de,,1
1521,XA-FR,lat,29
1521,XA-IT,lat,16
1521,,,5
1521,,ger,5
1521,ZZ,ger,4
1521,fr,lat,4
1521,ZZ,lat,3
1521,,lat,3
1521,FR,por,2
1521,XA-BE,eng,1
1521,nl,lat,1
1521,ZZ,at,1
1521,XA-NL,lat,1
1521,it,lat,1
1522,XA-IT,lat,25
1522,XA-FR,lat,15
1522,ZZ,lat,13
1522,,,10
1522,ZZ,ger,8
1522,XA-DE,lat,8
1522,,lat,7
1522,,ger,7
1522,ZZ,,3
1522,it,lat,2
1522,XG-DR,ger,2
1522,XA-FR,,2
1522,XA-DE,,2
1522,sz,lat,1
1522,XA-CH,lat,1
1522,XA-IT,grc,1
1522,fr,lat,1
1522,be,lat,1
1522,XA-FR,grc,1
1522,XA-BE,lat,1
1522,fr,frm,1
1523,XA-IT,lat,22
1523,XA-FR,lat,8
1523,,,4
1523,ZZ,lat,4
1523,,lat,3
1523,fr,lat,3
1523,XA-AT,lat,3
1523,XA-FR,ger,2
1523,ZZ,ger,2
1523,it,lat,1
1523,,por,1
1523,enk,lat,1
1523,ZZ,,1
1523,gw,lat,1
1523,IT,por,1
1523,XA-DE,lat,1
1524,XA-DE,lat,19
1524,XA-FR,lat,16
1524,,,14
1524,,lat,12
1524,XA-IT,lat,11
1524,ZZ,lat,6
1524,,ger,6
1524,XA-ES,lat,6
1524,XA-IT,ita,5
1524,XA-DE,,5
1524,ZZ,ger,4
1524,ZZ,,4
1524,XG-DR,,2
1524,XA-ES,ada,2
1524,XA-BE,lat,2
1524,XA-FR,fre,2
1524,XA-DE,ger,2
1524,XA-CH,lat,2
1524,fr,lat,2
1524,fr,frm,1
1524,ES,por,1
1524,XG-DR,lat,1
1524,gw,lat,1
1524,IT,por,1
1525,XA-IT,lat,32
1525,XA-FR,lat,16
1525,XA-IT,ita,12
1525,,,11
1525,ZZ,lat,9
1525,,lat,7
1525,XA-DE,lat,5
1525,XA-CH,lat,5
1525,FR,por,2
1525,it,lat,2
1525,XA-CH,spa,1
1525,IT,por,1
1525,enk,roa,1
1525,ZZ,ger,1
1525,XA-FR,frm,1
1525,XA-IT,mul,1
1526,XA-FR,lat,43
1526,XA-IT,ita,12
1526,ZZ,lat,10
1526,XA-ES,spa,8
1526,XA-CH,lat,5
1526,XA-DE,lat,5
1526,ZZ,,4
1526,fr,lat,4
1526,XA-IT,lat,4
1526,,lat,3
1526,FR,por,3
1526,XG-DR,lat,3
1526,XA-PL,lat,2
1526,,spa,2
1526,XA-ES,,2
1526,XA-FR,spa,2
1526,XA-PL,,2
1526,XA-GB,eng,1
1526,XA-CH,ger,1
1526,XA-GB,roa,1
1526,,,1
1526,ES,por,1
1526,pl,lat,1
1526,gw,lat,1
1526,au,lat,1
1527,XA-FR,lat,8
1527,,,8
1527,XA-DE,lat,7
1527,XA-IT,lat,5
1527,XA-ES,spa,5
1527,ZZ,lat,5
1527,XA-FR,fre,4
1527,ZZ,ger,4
1527,XA-FR,ger,3
1527,,ger,3
1527,XA-FR,frm,2
1527,ZZ,nds,2
1527,be,eng,1
1527,ES,por,1
1527,enk,eng,1
1527,gw,lat,1
1528,XA-FR,lat,63
1528,,,15
1528,ZZ,lat,14
1528,XA-BE,lat,8
1528,,lat,7
1528,XA-DE,lat,5
1528,XA-ES,spa,5
1528,ZZ,,4
1528,ZZ,ger,4
1528,XA-IT,ita,4
1528,XA-CH,ger,3
1528,XA-FR,frm,2
1528,XA-CH,lat,2
1528,XA-NL,lat,2
1528,fr,lat,2
1528,enk,eng,1
1528,XA-DE,ger,1
1528,XG-DR,lat,1
1528,enk,roa,1
1528,oo,lat,1
1528,,ger,1
1528,it,lat,1
1528,XA-GB,roa,1
1528,XA-IT,spa,1
1528,FR,por,1
1529,XA-FR,lat,38
1529,XA-CH,lat,18
1529,ZZ,lat,13
1529,XA-DE,lat,12
1529,,lat,10
1529,,,9
1529,XA-IT,lat,5
1529,XA-PT,lat,4
1529,ZZ,ger,4
1529,XA-ES,spa,3
1529,XA-FR,ger,3
1529,XA-IT,ita,2
1529,fr,frm,2
1529,XA-FR,frm,2
1529,XA-CH,,2
1529,XG-DR,lat,2
1529,de,lat,1
1529,oo,lat,1
1529,|,lat,1
1529,XA-FR,fre,1
1529,ch,lat,1
1529,XG-DR,ger,1
1529,fr,lat,1
1529,gw,lat,1
1529,de,,1
1529,IT,por,1
1529,XA-GB,roa,1
1529,enk,roa,1
1530,XA-FR,lat,104
1530,ZZ,ger,18
1530,ZZ,lat,14
1530,,,13
1530,,lat,7
1530,XA-BE,lat,6
1530,XA-FR,fre,5
1530,XA-CH,lat,4
1530,ZZ,,4
1530,XA-IT,ita,3
1530,XA-DE,lat,3
1530,,ger,3
1530,XA-DE,ger,3
1530,FR,por,3
1530,fr,lat,3
1530,XG-DR,ger,3
1530,gw,ger,2
1530,XA-IT,lat,2
1530,gb,lat,1
1530,XA-GB,eng,1
1530,oo,lat,1
1530,fr,frm,1
1530,XA-FR,grc,1
1530,enk,eng,1
1530,xx,lat,1
1530,XA-GB,lat,1
1530,be,lat,1
1530,XA-FR,ger,1
1530,de,,1
1531,XA-FR,lat,56
1531,XA-CH,lat,44
1531,ZZ,ger,19
1531,,,17
1531,ZZ,lat,13
1531,XA-DE,lat,12
1531,,lat,11
1531,XA-IT,ita,11
1531,XA-IT,lat,10
1531,,ger,7
1531,XA-CH,grc,6
1531,XG-DR,lat,6
1531,ZZ,,5
1531,XA-FR,fre,4
1531,XA-DE,,4
1531,XA-DE,ger,3
1531,XA-FR,,3
1531,XA-NL,lat,3
1531,CH,por,3
1531,XA-FR,ger,3
1531,fr,lat,2
1531,de,lat,2
1531,XA-BE,frm,2
1531,XA-FR,ita,2
1531,XA-CH,gre,2
1531,XA-CH,,2
1531,sz,lat,2
1531,fr,fre,2
1531,FR,por,1
1531,sz,grc,1
1531,gw,lat,1
1531,be,frm,1
1531,be,eng,1
1531,ZZ,grc,1
1531,XA-CH,ger,1
1531,enk,roa,1
1532,XA-FR,lat,55
1532,XA-DE,lat,21
1532,XA-FR,frm,15
1532,,,12
1532,XA-FR,grc,11
1532,ZZ,lat,9
1532,ZZ,ger,7
1532,,lat,7
1532,ZZ,,6
1532,fr,grc,6
1532,fr,lat,5
1532,FR,por,4
1532,XA-FR,mul,4
1532,XA-DE,heb,3
1532,XA-BE,lat,3
1532,XA-DE,ger,3
1532,XA-FR,ger,3
1532,fr,frm,3
1532,XA-FR,gre,2
1532,XA-DE,,2
1532,ZZ,heb,2
1532,XG-DR,ger,2
1532,,ger,2
1532,enk,eng,1
1532,XA-FR,fre,1
1532,XG-DR,lat,1
1532,oo,lat,1
1532,XA-CH,ger,1
1532,ZZ,frm,1
1532,gw,lat,1
1532,XA-IT,ita,1
1533,XA-FR,lat,65
1533,,lat,18
1533,ZZ,lat,11
1533,XA-DE,lat,10
1533,,,9
1533,XA-IT,ita,8
1533,XA-FR,fre,5
1533,ZZ,ger,4
1533,fr,lat,4
1533,XA-FR,frm,4
1533,XG-DR,lat,2
1533,XA-IT,lat,2
1533,XA-BE,lat,2
1533,XA-DE,,2
1533,ZZ,,2
1533,,ita,2
1533,IT,por,1
1533,,ger,1
1533,FR,por,1
1533,it,lat,1
1534,XA-FR,lat,37
1534,XA-CH,lat,26
1534,,,25
1534,XA-IT,lat,24
1534,XA-IT,ita,15
1534,ZZ,lat,7
1534,,lat,4
1534,XA-DE,lat,3
1534,ZZ,,2
1534,,ger,2
1534,XA-FR,fre,2
1534,ZZ,ger,2
1534,enk,eng,2
1534,enk,roa,2
1534,it,lat,1
1534,xx,lat,1
1534,IT,por,1
1534,ch,lat,1
1534,XG-DR,lat,1
1534,XA-GB,roa,1
1534,fr,frm,1
1534,XA-DE,,1
1534,ZZ,spa,1
1534,CH,por,1
1534,XA-FR,frm,1
1534,fr,lat,1
1534,enk,fre,1
1534,XA-DE,ger,1
1535,XA-FR,lat,58
1535,XA-IT,lat,32
1535,,,29
1535,XA-CH,lat,23
1535,,lat,19
1535,XA-DE,lat,14
1535,ZZ,lat,13
1535,XA-IT,ita,9
1535,XA-IT,grc,7
1535,XA-BE,lat,4
1535,FR,por,4
1535,ZZ,ger,3
1535,fr,lat,3
1535,ZZ,,3
1535,sz,lat,2
1535,enk,eng,2
1535,XA-IT,mul,2
1535,XG-DR,lat,2
1535,it,grc,2
1535,XA-ES,lat,2
1535,XA-IT,gre,2
1535,it,lat,2
1535,XA-ES,spa,2
1535,IT,por,2
1535,XA-ES,,2
1535,DE,por,2
1535,oo,lat,2
1535,ZZ,grc,2
1535,XA-FR,fre,2
1535,XA-DE,ger,2
1535,xx,lat,1
1535,gw,lat,1
1535,,grc,1
1535,XA-DE,gre,1
1535,ch,lat,1
1535,CH,por,1
1536,XA-FR,lat,55
1536,XA-CH,lat,40
1536,,,22
1536,ZZ,lat,21
1536,XA-IT,lat,21
1536,XA-IT,ita,16
1536,,lat,16
1536,XA-DE,ger,16
1536,XA-DE,lat,15
1536,XA-CH,grc,9
1536,XA-IT,grc,8
1536,ZZ,grc,6
1536,,ger,6
1536,ZZ,ger,6
