year_of_publication,country_of_publication,primary_language_code,count
1974,ge,swe,2
1974,SU,por,2
1974,gw,rus,2
1974,ne,dut,2
1974,-ge,ger,2
1974,fi,ger,2
1974,ne,eng,2
1974,aa,alb,2
1974,nl,eng,2
1974,au,eng,2
1974,ge,eng,1
1974,po,por,1
1974,CA,por,1
1974,gw,tur,1
1974,pl,eng,1
1974,lv,lav,1
1974,fi,eng,1
1974,,eng,1
1974,,,1
1974,dk,ger,1
1974,gw,,1
1974,xxc,eng,1
1974,vm,eng,1
1974,ch,dui,1
1974,fr,fra,1
1974,xo,slo,1
1974,xr,ger,1
1974,xx,fin,1
1974,cc,eng,1
1974,|||,ger,1
1974,nyu,eng,1
1974,zz,ger,1
1974,bn,srp,1
1975,xx,ger,360
1975,gw,ger,229
1975,fi,fin,49
1975,sw,swe,48
1975,PT,por,39
1975,ru,rus,21
1975,pl,pol,20
1975,xxu,eng,20
1975,de,dui,14
1975,xxk,eng,14
1975,nl,ned,12
1975,dk,1975,10
1975,xx,eng,8
1975,sz,ger,8
1975,gw,eng,6
1975,us,eng,6
1975,it,ita,5
1975,xr,rus,5
1975,ru,fin,4
1975,xr,cze,4
1975,gb,eng,4
1975,hu,ger,4
1975,be,ned,4
1975,pl,ger,3
1975,fi,swe,3
1975,no#,nob,3
1975,gw,,3
1975,fi,eng,3
1975,vm,eng,2
1975,rm,rum,2
1975,dd,dui,2
1975,de,ger,2
1975,xxu,ger,2
1975,xx,swe,2
1975,au,ger,2
1975,sp,spa,2
1975,no,nor,2
1975,dk,dan,2
1975,gw,pol,2
1975,fr,eng,2
1975,no,nob,2
1975,zz,ger,2
1975,xx,rus,2
1975,er,est,2
1975,gw,ita,1
1975,xx,,1
1975,ge,ger,1
1975,xr,eng,1
1975,nl,eng,1
1975,xxu,rus,1
1975,mx,spa,1
1975,sw,spa,1
1975,gw,swe,1
1975,gb,ned,1
1975,KP,por,1
1975,RO,por,1
1975,xx,fin,1
1975,xx,pol,1
1975,hu,eng,1
1975,de,eng,1
1975,no,1975,1
1975,no,nno,1
1975,,mis,1
1975,nl,dui,1
1975,xx,nor,1
1975,mg,fre,1
1975,mg,mul,1
1975,kn,eng,1
1975,BR,por,1
1975,GB,por,1
1975,sw,eng,1
1975,ja,eng,1
1975,xx,zxx,1
1975,xx,por,1
1975,kp,eng,1
1975,|,,1
1975,ch,dui,1
1976,xx,ger,315
1976,gw,ger,218
1976,fi,fin,57
1976,sw,swe,38
1976,PT,por,30
1976,xxu,eng,26
1976,pl,pol,26
1976,de,dui,19
1976,nl,ned,17
1976,dk,1976,13
1976,ru,rus,13
1976,xxk,eng,13
1976,xr,cze,9
1976,fi,swe,8
1976,us,eng,8
1976,gw,eng,7
1976,no#,nob,7
1976,gb,eng,7
1976,gw,,6
1976,sz,ger,6
1976,dk,dan,5
1976,ne,eng,5
1976,sw,eng,5
1976,no,nob,4
1976,no,nor,4
1976,pl,ger,4
1976,nl,eng,4
1976,fi,eng,3
1976,sw,ger,3
1976,xx,swe,3
1976,xx,fin,3
1976,xx,eng,3
1976,nyu,eng,2
1976,ge,ger,2
1976,ch,dui,2
1976,fi,mul,2
1976,au,ger,2
1976,tu,tur,2
1976,xxk,pol,2
1976,er,est,2
1976,xxr,rus,2
1976,no#,mul,2
1976,dd,dui,2
1976,,1976,2
1976,ge,swe,2
1976,xx,,2
1976,dd,spa,1
1976,zz,eng,1
1976,es,spa,1
1976,xx,rus,1
1976,se,dui,1
1976,no#,eng,1
1976,it,ita,1
1976,bw,rus,1
1976,dd,rus,1
1976,at,dui,1
1976,|,,1
1976,bu,bul,1
1976,ES,por,1
1976,be,ned,1
1976,SU,por,1
1976,hu,ger,1
1976,CR,por,1
1976,dd,eng,1
1976,dd,fra,1
1976,xr,ger,1
1976,be,ger,1
1976,sp,spa,1
1976,rm,rum,1
1976,un,ukr,1
1976,rb,eng,1
1976,FR,por,1
1976,ja,ger,1
1976,fr,eng,1
1976,fr,fre,1
1976,xx,ita,1
1977,xx,ger,324
1977,gw,ger,223
1977,fi,fin,39
1977,sw,swe,33
1977,pl,pol,29
1977,PT,por,27
1977,xxu,eng,25
1977,de,dui,25
1977,xxk,eng,23
1977,nl,ned,22
1977,ru,rus,20
1977,xr,cze,12
1977,dk,1977,12
1977,gb,eng,10
1977,xx,eng,9
1977,us,eng,8
1977,ge,ger,6
1977,au,ger,6
1977,no#,nob,5
1977,xx,,4
1977,SU,por,4
1977,dd,dui,4
1977,de,ger,4
1977,dk,dan,4
1977,sz,ger,3
1977,sw,eng,3
1977,bu,bul,3
1977,be,ned,3
1977,,1977,3
1977,no,nob,3
1977,sw,dan,3
1977,cr,spa,2
1977,rm,rum,2
1977,oo,ger,2
1977,it,ita,2
1977,sp,spa,2
1977,gw,eng,2
1977,RO,por,2
1977,gw,,2
1977,pl,ger,2
1977,no,mul,1
1977,un,ukr,1
1977,xxc,eng,1
1977,no#,mul,1
1977,,eng,1
1977,,,1
1977,xx,cze,1
1977,br,por,1
1977,rb,srp,1
1977,gw,ita,1
1977,ae,eng,1
1977,ic,1977,1
1977,xx,swe,1
1977,es,spa,1
1977,ve,spa,1
1977,DE,por,1
1977,fi,eng,1
1977,xx,tur,1
1977,se,zwe,1
1977,in,eng,1
1977,rus,por,1
1977,er,est,1
1977,ru,ger,1
1977,xx,pol,1
1977,su,eng,1
1977,fr,fre,1
1977,ca,eng,1
1977,it,ger,1
1977,no,nor,1
1977,xx,zxx,1
1977,bw,rus,1
1977,no,nno,1
1977,US,por,1
1977,ru,pol,1
1977,hu,ger,1
1978,xx,ger,319
1978,gw,ger,296
1978,fi,fin,52
1978,de,dui,32
1978,pl,pol,31
1978,sw,swe,26
1978,xxu,eng,25
1978,nl,ned,25
1978,dk,1978,19
1978,PT,por,17
1978,ru,rus,16
1978,xxk,eng,16
1978,xx,eng,11
1978,au,ger,10
1978,gb,eng,9
1978,gw,eng,8
1978,us,eng,7
1978,xx,,7
1978,dk,dan,7
1978,xr,cze,5
1978,sz,ger,5
1978,it,ita,4
1978,fi,eng,4
1978,no,nob,4
1978,nl,eng,4
1978,xr,eng,3
1978,no#,nob,2
1978,,1978,2
1978,in,eng,2
1978,bu,rus,2
1978,no,nor,2
1978,xx,fin,2
1978,ne,eng,2
1978,gw,fin,2
1978,fr,pol,2
1978,er,est,2
1978,sw,eng,2
1978,fi,swe,2
1978,dd,dui,2
1978,at,dui,2
1978,un,rus,1
1978,li,dui,1
1978,rm,rum,1
1978,xx,rus,1
1978,nl,dui,1
1978,gw,rus,1
1978,ca,eng,1
1978,xxc,eng,1
1978,af,eng,1
1978,fr,fre,1
1978,xxu,ger,1
1978,ge,ger,1
1978,aa,eng,1
1978,pl,ger,1
1978,bw,rus,1
1978,|,ger,1
1978,cc,eng,1
1978,gw,spa,1
1978,SU,por,1
1978,un,ukr,1
1978,pl,eng,1
1978,xxk,ger,1
1978,hu,dui,1
1978,mx,spa,1
1978,no#,mul,1
1978,fi,,1
1978,xxc,ger,1
1978,oo,ger,1
1978,gb,ned,1
1978,pl,cze,1
1978,au,eng,1
1978,vm,eng,1
1978,es,spa,1
1978,ru,fin,1
1978,sp,spa,1
1978,de,eng,1
1978,tu,tur,1
1978,ge,swe,1
1978,lu,ger,1
1978,,por,1
1978,gw,,1
1978,ch,dui,1
1979,xx,ger,294
1979,gw,ger,281
1979,nl,ned,31
1979,pl,pol,30
1979,xxk,eng,28
1979,fi,fin,28
1979,sw,swe,23
1979,xxu,eng,23
1979,de,dui,23
1979,gb,eng,16
1979,ru,rus,15
1979,us,eng,12
1979,xx,eng,11
1979,PT,por,10
1979,xr,cze,10
1979,dk,1979,10
1979,fi,swe,9
1979,au,ger,8
1979,gw,eng,8
1979,dd,dui,8
1979,rm,rum,7
1979,xx,,6
1979,sz,ger,5
1979,er,est,5
1979,gw,,5
1979,no,nob,4
1979,xx,swe,4
1979,sw,eng,3
1979,it,ita,3
1979,dk,dan,3
1979,ge,ger,3
1979,de,ger,3
1979,dk,ger,3
1979,fi,eng,2
1979,no#,nob,2
1979,xx,dan,2
1979,ne,dut,2
1979,xx,rus,2
1979,|,ger,2
1979,aa,eng,2
1979,ve,spa,2
1979,pl,ger,2
1979,VE,por,2
1979,sp,spa,2
1979,un,ukr,1
1979,no#,ger,1
1979,RO,por,1
1979,gw,pol,1
1979,US,por,1
1979,jp,eng,1
1979,xx,pol,1
1979,,eng,1
1979,,ned,1
1979,,,1
1979,us,1979,1
1979,gb,srp,1
1979,oo,ger,1
1979,at,eng,1
1979,su,dui,1
1979,ch,mis,1
1979,fr,eng,1
1979,xxr,rus,1
1979,ch,dui,1
1979,pl,rus,1
1979,so,eng,1
1979,fr,fre,1
1979,xx,xxx,1
1979,DK,por,1
1979,at,ger,1
1979,xr,eng,1
1979,hk,eng,1
1979,se,eng,1
1979,pl,eng,1
1979,xx,fre,1
1979,at,dui,1
1979,ge,zxx,1
1979,xxr,eng,1
1979,fi,ger,1
1979,|||,ger,1
1979,dk,dui,1
1979,au,eng,1
1979,lu,ger,1
1979,se,zwe,1
1979,ai,rus,1
1979,,dui,1
1979,gw,mul,1
1979,be,ned,1
1980,xx,ger,310
1980,gw,ger,230
1980,pl,pol,53
1980,fi,fin,31
1980,sw,swe,30
1980,xxu,eng,26
1980,dk,1980,20
1980,no,nob,20
1980,ru,rus,18
1980,nl,ned,18
1980,de,dui,17
1980,PT,por,13
1980,us,eng,11
1980,gw,eng,10
1980,xx,eng,10
1980,gb,eng,9
1980,xr,cze,7
1980,xxk,eng,7
1980,fr,ger,7
1980,xx,pol,6
1980,sw,eng,6
1980,au,ger,5
1980,sz,ger,5
1980,fi,swe,5
1980,gw,mul,5
1980,pl,eng,4
1980,no#,nob,4
1980,dk,eng,4
1980,xx,,4
1980,xx,dan,3
1980,xr,rus,3
1980,fi,eng,3
1980,ES,por,2
1980,no,nor,2
1980,dk,dan,2
1980,no,nno,2
1980,er,est,2
1980,fr,eng,2
1980,it,ita,2
1980,no,eng,2
1980,,dui,2
1980,,1980,2
1980,de,ger,2
1980,bu,bul,2
1980,|,,1
1980,lv,rus,1
1980,SU,por,1
1980,no#,nno,1
1980,ne,ger,1
1980,oo,ger,1
1980,ve,ger,1
1980,xx,rus,1
1980,gw,kur,1
1980,ca,eng,1
1980,tu,tur,1
1980,ge,ger,1
1980,at,dui,1
1980,dd,dui,1
1980,it,ger,1
1980,no,1980,1
1980,xx,mac,1
1980,nq,spa,1
1980,gw,fre,1
1980,xx,swe,1
1980,su,ned,1
1980,er,eng,1
1980,kn,eng,1
1980,dd,ned,1
1980,xxr,rus,1
1980,xxk,ger,1
1980,at,eng,1
1980,,por,1
1980,xxk,pol,1
1980,se,eng,1
1980,hu,ger,1
1980,rm,eng,1
1980,de,1980,1
1980,lu,ger,1
1980,be,ned,1
1980,xx,dut,1
1980,no,swe,1
1980,cl,spa,1
1980,sp,spa,1
1980,jp,eng,1
1980,gw,tur,1
1980,es,spa,1
1981,xx,ger,260
1981,dk,1981,198
1981,gw,ger,189
1981,pl,pol,41
1981,fi,fin,39
1981,nl,ned,29
1981,no,nob,24
1981,xxu,eng,24
1981,de,dui,19
1981,ru,rus,19
1981,sw,swe,19
1981,xxk,eng,18
1981,xx,,14
1981,xx,eng,13
1981,us,eng,12
1981,au,ger,11
1981,PT,por,10
1981,xr,cze,9
1981,gb,eng,8
1981,gw,eng,8
1981,dk,eng,5
1981,de,ger,4
1981,it,ita,4
1981,de,1981,4
1981,gw,,4
1981,no#,nob,3
1981,dk,dan,3
1981,ie,eng,3
1981,xr,eng,3
1981,dd,dui,3
1981,ge,ger,3
1981,no,eng,3
1981,bu,bul,2
1981,xx,ita,2
1981,rm,eng,2
1981,fi,eng,2
1981,no,nor,2
1981,xx,tur,2
1981,dd,eng,2
1981,xx,swe,2
1981,,1981,2
1981,xx,pol,2
1981,,ned,2
1981,sw,fin,2
1981,,eng,2
1981,sw,nor,1
1981,gw,rus,1
1981,sw,est,1
1981,ca,eng,1
1981,hu,ger,1
1981,br,por,1
1981,no#,sme,1
1981,xr,spa,1
1981,ja,eng,1
1981,bw,rus,1
1981,no#,nno,1
1981,ii,eng,1
1981,sw,ger,1
1981,xr,rus,1
1981,no,dan,1
1981,|,eng,1
1981,ch,eng,1
1981,oo,ger,1
1981,sz,eng,1
1981,pl,ger,1
1981,dcu,eng,1
1981,no,1981,1
1981,dd,fra,1
1981,xxr,eng,1
1981,ge,swe,1
1981,xxu,ger,1
1981,ch,dui,1
1981,sw,eng,1
1981,cr,spa,1
1981,dd,rus,1
1981,oo,mul,1
1981,no#,eng,1
1981,dd,spa,1
1981,xx,rus,1
1981,hk,mul,1
1981,fr,eng,1
1981,de,eng,1
1981,hu,eng,1
1981,un,rus,1
1981,ro,eng,1
1981,rm,ger,1
1981,it,ger,1
1981,af,eng,1
1981,be,ned,1
1982,xx,ger,290
1982,gw,ger,205
1982,dk,1982,157
1982,fi,fin,32
1982,pl,pol,29
1982,xxu,eng,21
1982,xxk,eng,20
1982,sw,swe,18
1982,nl,ned,16
1982,de,dui,15
1982,no,nob,13
1982,xx,eng,12
1982,gb,eng,11
1982,us,eng,10
1982,au,ger,10
1982,gw,eng,9
1982,PT,por,7
1982,xr,cze,6
1982,fi,swe,5
1982,it,eng,5
1982,ru,rus,5
1982,de,1982,4
1982,xx,,4
1982,no,eng,4
1982,sz,ger,4
1982,dd,dui,3
1982,,1982,3
1982,ge,ger,3
1982,it,ita,2
1982,dk,ger,2
1982,gw,por,2
1982,xx,dan,2
1982,xx,rus,2
1982,dk,dan,2
1982,xx,zxx,2
1982,xxu,pol,2
1982,sp,spa,2
1982,hu,eng,2
1982,er,est,2
1982,,ned,2
1982,xr,ger,2
1982,gw,ita,2
1982,de,ger,2
1982,gw,rus,1
1982,xxc,eng,1
1982,aa,alb,1
1982,es,spa,1
1982,fr,eng,1
1982,zz,eng,1
1982,xx,pol,1
1982,us,1982,1
1982,sw,nor,1
1982,li,dui,1
1982,xxu,ger,1
1982,un,ukr,1
1982,oo,eng,1
1982,sz,eng,1
1982,rm,rum,1
1982,de,mmm,1
1982,SU,por,1
1982,fi,eng,1
1982,no#,mul,1
1982,pl,ger,1
1982,ES,por,1
1982,ctu,eng,1
1982,ru,eng,1
1982,au,spa,1
1982,xr,spa,1
1982,at,eng,1
1982,oo,ger,1
1982,sw,eng,1
1982,|,ger,1
1982,enk,eng,1
1982,xr,rus,1
1982,xx,swe,1
1982,gr,gre,1
1982,us,rus,1
1982,cr,spa,1
1982,be,ned,1
1982,bu,bul,1
1982,gw,,1
1982,xxk,hrv,1
1982,zz,ger,1
1982,no#,nob,1
1982,xx,fin,1
1983,xx,ger,308
1983,gw,ger,192
1983,dk,1983,184
1983,xxk,eng,37
1983,pl,pol,37
1983,sw,swe,24
1983,xx,eng,19
1983,xxu,eng,19
1983,fi,fin,17
1983,no,nob,15
1983,nl,ned,14
1983,us,eng,11
1983,au,ger,9
1983,de,dui,9
1983,sz,ger,8
1983,ru,rus,8
1983,xr,cze,8
1983,gw,eng,8
1983,PT,por,7
1983,dk,dan,6
1983,de,ger,6
1983,xxk,pol,5
1983,xx,,5
1983,gb,eng,5
1983,it,ita,4
1983,no,eng,4
1983,ge,ger,3
1983,xx,fin,3
1983,de,1983,3
1983,,1983,3
1983,cl,spa,2
1983,xx,ita,2
1983,fi,swe,2
1983,sp,ger,2
1983,de,eng,2
1983,er,est,2
1983,ic,1983,2
1983,at,ger,2
1983,xx,rus,2
1983,fr,fre,2
1983,no#,eng,2
1983,no,nor,2
1983,at,dui,2
1983,gb,1983,1
1983,sw,,1
1983,no,mul,1
1983,no#,nob,1
1983,be,1983,1
1983,xx,cze,1
1983,dd,dui,1
1983,sw,eng,1
1983,se,zwe,1
1983,gw,rus,1
1983,ar,spa,1
1983,sp,spa,1
1983,oo,ger,1
1983,fi,eng,1
1983,,,1
1983,ch,dui,1
1983,cv,por,1
1983,xxu,ger,1
1983,no#,dan,1
1983,hu,hun,1
1983,,eng,1
1983,,ned,1
1983,xr,sla,1
1983,nyu,eng,1
1983,oo,cze,1
1983,co,spa,1
1983,fi,rus,1
1983,pl,ger,1
1983,uy,spa,1
1983,fi,ger,1
1983,xx,hun,1
1983,GB,por,1
1983,gw,fin,1
1983,ii,eng,1
1983,mx,spa,1
1983,dd,eng,1
1983,no,nno,1
1983,US,por,1
1983,gw,,1
1983,au,fin,1
1983,be,ned,1
1983,xxr,eng,1
1983,ag,spa,1
1983,fr,fra,1
1983,kn,ger,1
1984,xx,ger,1387
1984,gw,ger,206
1984,dk,1984,161
1984,pl,pol,38
1984,xxu,eng,33
1984,sw,swe,29
1984,xx,eng,23
1984,fi,fin,20
1984,nl,ned,20
1984,gw,eng,19
1984,ru,rus,18
1984,no,nob,17
1984,us,eng,16
1984,xxk,eng,13
1984,fi,eng,9
1984,PT,por,9
1984,xr,cze,8
1984,sz,ger,7
1984,de,dui,7
1984,it,ita,6
1984,xx,rus,5
1984,er,est,5
1984,dd,dui,5
1984,xx,,5
1984,un,rus,4
1984,gb,eng,3
1984,de,1984,3
1984,be,ned,3
1984,de,ger,3
1984,fr,eng,3
1984,dk,dan,3
1984,oo,ger,2
1984,ge,ger,2
1984,cl,spa,2
1984,au,ger,2
1984,hu,eng,2
1984,sp,spa,2
1984,no#,nob,2
1984,no,nor,2
1984,hu,hun,2
1984,xx,swe,2
1984,xx,mul,2
1984,xxr,rus,2
1984,uy,spa,2
1984,pl,ger,2
1984,sz,eng,2
1984,xxk,pol,2
1984,no,eng,2
1984,su,ned,1
1984,bu,bul,1
1984,nq,spa,1
1984,SU,por,1
1984,,1984,1
1984,,ned,1
1984,no#,dan,1
1984,mx,spa,1
1984,ch,dui,1
1984,it,mmm,1
1984,lu,ger,1
1984,xo,slo,1
1984,de,eng,1
1984,pl,eng,1
1984,xx,nor,1
1984,xxu,ger,1
1984,xxu,,1
1984,ru,eng,1
1984,gb,pol,1
1984,gw,1ge,1
1984,sw,nor,1
1984,VE,por,1
1984,gw,spa,1
1984,ck,spa,1
1984,FI,por,1
1984,ge,eng,1
1984,xx,fre,1
1984,no,1984,1
1984,gw,bul,1
1984,fi,ger,1
1985,xx,ger,374
1985,dk,1985,176
1985,gw,ger,169
1985,pl,pol,40
1985,xxu,eng,33
1985,xxk,eng,30
1985,sw,swe,28
1985,fi,fin,23
1985,xx,eng,21
1985,nl,ned,18
1985,ru,rus,15
1985,us,eng,13
1985,gw,eng,13
1985,no,nob,13
1985,xx,,12
1985,gb,eng,10
1985,de,dui,10
1985,xr,cze,8
1985,PT,por,7
1985,,1985,7
1985,de,1985,6
1985,fr,eng,5
1985,xx,rus,5
1985,no,eng,4
1985,cl,spa,4
1985,au,ger,4
1985,sw,eng,4
1985,pl,eng,3
1985,it,ita,3
1985,cr,spa,3
1985,dd,dui,3
1985,ar,spa,3
1985,gw,spa,3
1985,xx,fin,2
1985,xxk,lit,2
1985,xxk,pol,2
1985,bo,spa,2
1985,nl,eng,2
1985,sz,ger,2
1985,ve,spa,2
1985,de,ger,2
1985,ii,eng,2
1985,in,eng,2
1985,es,spa,2
1985,br,por,1
1985,de,mul,1
1985,fi,1985,1
1985,un,rus,1
1985,ES,por,1
1985,gr,dui,1
1985,xr,ger,1
1985,cu,ger,1
1985,xr,rus,1
1985,mx,spa,1
1985,no#,nob,1
1985,bw,rus,1
1985,se,zwe,1
1985,xxu,lav,1
1985,no,swe,1
1985,ru,pol,1
1985,xx,fre,1
1985,ko,eng,1
1985,su,ned,1
1985,gw,fre,1
1985,gw,por,1
1985,be,ned,1
1985,no,nor,1
1985,,por,1
1985,,dui,1
1985,gw,rus,1
1985,at,dui,1
1985,su,1985,1
1985,no,nno,1
1985,fi,swe,1
1985,ec,spa,1
1985,xx,nor,1
1985,xx,pol,1
1985,xx,spa,1
1985,fi,eng,1
1985,li,lit,1
1985,XA-IT,ita,1
1985,no,1985,1
1985,ag,spa,1
1985,oo,ger,1
1985,rm,rum,1
1985,ge,eng,1
1986,xx,ger,292
1986,gw,ger,208
1986,dk,1986,203
1986,xxk,eng,42
1986,pl,pol,39
1986,xxu,eng,29
1986,fi,fin,28
1986,sw,swe,27
1986,xx,eng,21
1986,us,eng,20
1986,nl,ned,20
1986,it,ita,18
1986,de,dui,15
1986,no,nob,14
1986,gb,eng,14
1986,gw,eng,13
1986,xr,cze,11
1986,dk,dan,10
1986,sz,ger,8
1986,de,ger,8
1986,au,ger,8
1986,xx,,8
1986,ru,rus,6
1986,cl,spa,6
1986,ge,ger,5
1986,PT,por,4
1986,dd,dui,4
1986,oo,ger,4
1986,fi,swe,4
1986,au,eng,3
1986,no,nor,3
1986,no#,nob,3
1986,de,1986,3
1986,xx,mul,3
1986,dk,eng,3
1986,no,eng,3
1986,xx,rus,2
1986,|,ger,2
1986,sw,eng,2
1986,kn,eng,2
1986,ii,eng,2
1986,,ned,2
1986,be,eng,2
1986,at,eng,2
1986,es,spa,2
1986,enk,eng,2
1986,fr,eng,1
1986,us,mmm,1
1986,nq,spa,1
1986,bw,rus,1
1986,rm,rum,1
1986,sp,spa,1
1986,it,ger,1
1986,oo,eng,1
1986,ge,eng,1
1986,VE,por,1
1986,cr,spa,1
1986,mx,spa,1
1986,xx,spa,1
1986,sw,mul,1
1986,al,alb,1
1986,ja,eng,1
1986,no#,eng,1
1986,gb,ned,1
1986,xxk,cze,1
1986,sp,ger,1
1986,ne,eng,1
1986,et,eng,1
1986,at,dui,1
1986,bu,bul,1
1986,de,mmm,1
1986,xr,mul,1
1986,,eng,1
1986,gw,rus,1
1986,ch,ger,1
1986,be,ned,1
1986,fi,,1
1986,ve,spa,1
1986,IT,por,1
1986,xxc,eng,1
1986,sw,nor,1
1986,,dui,1
1986,xx,fin,1
1986,pe,spa,1
1986,xx,fre,1
1986,us,chi,1
1986,zz,eng,1
1986,gw,spa,1
1986,ar,spa,1
1986,sw,kur,1
1986,cm,eng,1
1986,gw,pol,1
1986,py,spa,1
1986,bo,spa,1
1986,xxu,rus,1
1986,xxr,rus,1
1986,it,eng,1
1986,se,zwe,1
1987,xx,ger,251
1987,gw,ger,178
1987,dk,1987,169
1987,xxu,eng,55
1987,pl,pol,43
1987,sw,swe,41
1987,us,eng,29
1987,xxk,eng,21
1987,nl,ned,19
1987,fi,fin,19
1987,gw,eng,17
1987,de,dui,15
1987,xx,,13
1987,sz,ger,13
1987,xx,eng,12
1987,au,ger,12
1987,de,ger,11
1987,no,nob,9
1987,ru,rus,9
1987,de,1987,8
1987,gb,eng,8
1987,oo,ger,8
1987,PT,por,7
1987,fi,swe,7
1987,it,ita,7
1987,sw,eng,4
1987,nl,eng,4
1987,tu,tur,4
1987,xr,cze,4
1987,fr,fre,4
1987,ES,por,3
1987,es,spa,3
1987,ge,ger,3
1987,ve,spa,3
1987,pe,spa,3
1987,no#,nob,3
1987,gw,rus,3
1987,no,eng,3
1987,ar,spa,2
1987,xx,cze,2
1987,xxr,rus,2
1987,er,est,2
1987,no,nno,2
1987,se,1987,2
1987,dk,eng,2
1987,cr,spa,2
1987,zz,eng,2
1987,sw,spa,2
1987,xx,spa,2
1987,cl,spa,2
1987,ch,ger,2
1987,sp,spa,2
1987,ie,eng,2
1987,fr,eng,2
1987,us,1987,2
1987,ne,eng,2
1987,in,eng,1
1987,it,ger,1
1987,xx,fre,1
1987,pl,eng,1
1987,nc,spa,1
1987,xxk,pol,1
1987,nl,fri,1
1987,bo,spa,1
1987,io,eng,1
1987,au,eng,1
1987,se,zwe,1
1987,gw,cze,1
1987,de,ita,1
1987,at,dui,1
1987,at,ger,1
1987,de,eng,1
1987,de,fra,1
1987,no,nor,1
1987,uy,spa,1
1987,se,swe,1
1987,VE,por,1
1987,,1987,1
1987,xxu,ger,1
1987,dd,dui,1
1987,no,1987,1
1987,ni,spa,1
1987,mx,spa,1
1987,US,por,1
1987,sp,ger,1
1987,rm,rum,1
1987,kh,eng,1
1987,gh,eng,1
1987,tw,eng,1
1987,hu,hun,1
1987,il,eng,1
1987,nl,spa,1
1987,nyu,eng,1
1987,NI,por,1
1987,pl,ger,1
1987,,ned,1
1987,enk,eng,1
1987,zz,spa,1
1987,dk,dan,1
1987,xr,,1
1988,xx,ger,264
1988,gw,ger,198
1988,dk,1988,156
1988,xxk,eng,42
1988,xxu,eng,37
1988,pl,pol,33
1988,sw,swe,24
1988,xx,eng,24
1988,fi,fin,23
1988,us,eng,20
1988,gb,eng,20
1988,gw,eng,19
1988,de,dui,19
1988,xx,,18
1988,nl,ned,17
1988,no,nob,17
1988,de,ger,12
1988,it,ita,12
1988,ru,rus,10
1988,au,ger,7
1988,sz,ger,6
1988,no,eng,5
1988,xr,cze,4
1988,cl,spa,4
1988,oo,ger,4
1988,mx,spa,4
1988,ar,spa,4
1988,sw,eng,3
1988,PT,por,3
1988,xx,swe,3
1988,no,nor,3
1988,gb,1988,3
1988,xx,rus,2
1988,br,por,2
1988,,1988,2
1988,ge,ger,2
1988,no#,eng,2
1988,pe,spa,2
1988,no,swe,2
1988,no,nno,2
1988,no#,nob,2
1988,,dui,2
1988,kn,eng,2
1988,fi,swe,2
1988,dk,dan,2
1988,es,spa,2
1988,gw,,1
1988,de,1988,1
1988,zz,eng,1
1988,id,ind,1
1988,sp,spa,1
1988,ru,eng,1
1988,xxc,eng,1
1988,er,est,1
1988,il,eng,1
1988,xx,spa,1
1988,enk,eng,1
1988,xr,eng,1
1988,at,ger,1
1988,nl,eng,1
1988,sa,eng,1
1988,PE,por,1
1988,ne,eng,1
1988,  ,eng,1
1988,xx,pol,1
1988,ES,por,1
1988,co,spa,1
1988,se,eng,1
1988,cr,spa,1
1988,xr,ger,1
1988,bw,rus,1
1988,pl,ger,1
1988,pl,rus,1
1988,tu,eng,1
1988,in,eng,1
1988,fi,eng,1
1988,ec,spa,1
1988,US,por,1
1988,SU,por,1
1988,xv,ger,1
1988,se,zwe,1
1988,bl,por,1
1988,  ,spa,1
1988,sz,eng,1
1988,xxr,eng,1
1988,ii,eng,1
1988,xr,spa,1
1989,xx,ger,292
1989,gw,ger,172
1989,dk,1989,164
1989,pl,pol,46
1989,xxu,eng,45
1989,us,eng,34
1989,xxk,eng,32
1989,fi,fin,29
1989,sw,swe,24
1989,xx,eng,22
1989,gb,eng,21
1989,gw,eng,15
1989,no,nob,15
1989,nl,ned,12
1989,de,ger,12
1989,xr,cze,11
1989,de,dui,11
1989,xx,,10
1989,fi,swe,8
1989,it,ita,8
1989,sz,ger,8
1989,PT,por,7
1989,ru,rus,7
1989,de,1989,6
1989,pe,spa,6
1989,au,ger,5
1989,dk,eng,5
1989,oo,ger,5
1989,nl,eng,4
1989,br,por,4
1989,xxc,eng,4
1989,cl,spa,4
1989,ge,ger,4
1989,SU,por,3
1989,dk,dan,3
1989,fi,eng,3
1989,no,eng,3
1989,ar,spa,3
1989,,1989,3
1989,es,spa,3
1989,sw,eng,3
1989,ES,por,3
1989,xx,fin,2
1989,bl,por,2
1989,fr,eng,2
1989,gw,fin,2
1989,us,1989,2
1989,sw,nor,2
1989,ctu,eng,2
1989,mx,spa,2
1989,sp,spa,2
1989,nz,eng,2
1989,zz,eng,2
1989,co,spa,2
1989,ni,spa,2
1989,ck,eng,1
1989,de,eng,1
1989,ec,spa,1
1989,oo,cze,1
1989,xxu,,1
1989,am,arm,1
1989,ic,1989,1
1989,xx,mul,1
1989,sz,eng,1
1989,PL,por,1
1989,ag,ger,1
1989,AR,por,1
1989,er,est,1
1989,se,1989,1
1989,gw,mul,1
1989,mau,eng,1
1989,gt,mmm,1
1989,at,eng,1
1989,ca,eng,1
1989,dd,ned,1
1989,,dui,1
1989,ph,eng,1
1989,bs,eng,1
1989,ru,ger,1
1989,ii,fre,1
1989,DE,por,1
1989,oo,slo,1
